1092699,Physiological functions of the HECT family of ubiquitin ligases,2009,"['D Rotin', 'S Kumar']",Xgice6wAAAAJ | ,,,,,,The ubiquitylation of proteins is carried out by E1. E2 and E3 (ubiquitin ligase) enzymes. and targets them for degradation or for other cellular fates. The HECT enzymes. including Nedd4 family members. are a major group of E3 enzymes that dictate the specificity of,False,,1008,https://www.nature.com/articles/nrm2690?&url_ver=Z39.88-2004&rft_id=info:doi/10.1038/ncb1727&rft_id=info:pmid/{pubmed}&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.genre=article&rft.aulast=Zhao&rft.aufirst=X.&rft.jtitle=Nature%20Cell%20Biol.&rft.volume=10&rft.spage=643&rft.epage=653&rft.date=2008&rft.atitle=The%20HECT-domain%20ubiquitin%20ligase%20Huwe1%20controls%20neural%20differentiation%20and%20proliferation%20by%20destabilizing%20the%20N-Myc%20oncoprotein&rfr_id=info:sid/nature.com:Nature.com&id=doi:10.1038/ncb1727&id=pmid:{pubmed}&genre=article&aulast=Zhao&aufirst=X.&title=Nature%20Cell%20Biol.&volume=10&spage=643&epage=653&date=2008&atitle=The%20HECT-domain%20ubiquitin%20ligase%20Huwe1%20controls%20neural%20differentiation%20and%20proliferation%20by%20destabilizing%20the%20N-Myc%20oncoprotein&sid=nature:Nature,,"/scholar?cites=9666798044983597209&as_sdt=5,33&sciodt=0,33&hl=en",http://zider.free.fr/interne/M2/Module%20travail%20personnel/papers/110.pdf,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1092700,Building ubiquitin chains: E2 enzymes at work,2009,"['Y Ye', 'M Rape']",OmhYMZwAAAAJ | 2lhGinMAAAAJ,,,,,,The modification of proteins with ubiquitin chains can change their localization. activity and/or stability. Although ubiquitylation requires the concerted action of ubiquitin-activating enzymes (E1s). ubiquitin-conjugating enzymes (E2s) and ubiquitin ligases (E3s). it is the,False,,931,https://www.nature.com/articles/nrm2780,,"/scholar?cites=4414641826470907019&as_sdt=5,33&sciodt=0,33&hl=en",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3107738/,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1092701,Ubiquitin-binding domains—from structures to functions,2009,"['I Dikic', 'S Wakatsuki', 'KJ Walters']", |  | Xuiws7oAAAAJ,,,,,,Ubiquitin-binding domains (UBDs) are modular elements that bind non-covalently to the protein modifier ubiquitin. Recent atomic-level resolution structures of ubiquitin–UBD complexes have revealed some of the mechanisms that underlie the versatile functions of,False,,825,https://www.nature.com/articles/nrm2767,,"/scholar?cites=10434357650038912539&as_sdt=5,33&sciodt=0,33&hl=en",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7359374/,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1092702,The emerging complexity of protein ubiquitination,2009,['D Komander'],JRyrNgUAAAAJ,,,,,,Protein ubiquitination and protein phosphorylation are two fundamental regulatory post-translational modifications controlling intracellular signalling events. However. the ubiquitin system is vastly more complex compared with phosphorylation. This is due to the ability of,False,,826,https://portlandpress.com/biochemsoctrans/article/37/5/937/64415,,"/scholar?cites=10569510155795441229&as_sdt=5,33&sciodt=0,33&hl=en",https://pdfs.semanticscholar.org/1417/d60f26c4215e068888d6fa170ce242a0c189.pdf,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1092703,IAPs: from caspase inhibitors to modulators of NF-κB. inflammation and cancer,2010,"['M Gyrd-Hansen', 'P Meier']",yKBzolsAAAAJ | u8vOkZ8AAAAJ,,,,,,The realization that alterations in inhibitor of apoptosis (IAP) proteins are found in many types of human cancer and are associated with chemoresistance. disease progression and poor prognosis. has sparked a worldwide frenzy in the development of small,False,,786,https://www.nature.com/articles/nrc2889,,"/scholar?cites=8816387907197304364&as_sdt=5,33&sciodt=0,33&hl=en",https://www.researchgate.net/profile/Mads_Gyrd-Hansen/publication/45282701_IAPs_From_caspase_inhibitors_to_modulators_of_NF-kB_inflammation_and_cancer/links/09e4150941b245f865000000/IAPs-From-caspase-inhibitors-to-modulators-of-NF-kB-inflammation-and-cancer.pdf,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1092704,Type I interferon inhibits interleukin-1 production and inflammasome activation,2011,"['G Guarda', 'M Braun', 'F Staehli', 'A Tardivel', 'C Mattmann']",WKTnIh8AAAAJ |  | NGK0BxQAAAAJ |  | ,,,,,,Type I interferon (IFN) is a common therapy for autoimmune and inflammatory disorders. yet the mechanisms of action are largely unknown. Here we showed that type I IFN inhibited interleukin-1 (IL-1) production through two distinct mechanisms. Type I IFN signaling. via the,False,,787,https://www.sciencedirect.com/science/article/pii/S1074761311000446,,"/scholar?cites=18286309537060819086&as_sdt=5,33&sciodt=0,33&hl=en",https://www.sciencedirect.com/science/article/pii/S1074761311000446,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1092705,Targeting IAP proteins for therapeutic intervention in cancer,2012,"['S Fulda', 'D Vucic']", | ,,,,,,Evasion of apoptosis is one of the crucial acquired capabilities used by cancer cells to fend off anticancer therapies. Inhibitor of apoptosis (IAP) proteins exert a range of biological activities that promote cancer cell survival and proliferation. X chromosome-linked IAP is a,False,,740,https://www.nature.com/articles/nrd3627/briefing/signup/?origin=Nature&originReferralPoint=EmailBanner,,"/scholar?cites=10931687622851845152&as_sdt=5,33&sciodt=0,33&hl=en",,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1092706,Linear ubiquitination prevents inflammation and regulates immune signalling,2011,"['B Gerlach', 'SM Cordier', 'AC Schmukle', 'CH Emmerich']", |  |  | ,,,,,,Members of the tumour necrosis factor (TNF) receptor superfamily have important functions in immunity and inflammation. Recently linear ubiquitin chains assembled by a complex containing HOIL-1 and HOIP (also known as RBCK1 and RNF31. respectively) were,False,,728,https://www.nature.com/articles/nature09816,,"/scholar?cites=12628352233977976325&as_sdt=5,33&sciodt=0,33&hl=en",https://www.academia.edu/download/47685023/nature0981620160731-6264-1pzmv22.pdf,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1092707,Ubiquitin modifications,2016,"['KN Swatek', 'D Komander']",-cGjs_AAAAAJ | JRyrNgUAAAAJ,,,,,,Protein ubiquitination is a dynamic multifaceted post-translational modification involved in nearly all aspects of eukaryotic biology. Once attached to a substrate. the 76-amino acid protein ubiquitin is subjected to further modifications. creating a multitude of distinct signals,False,,771,https://www.nature.com/articles/cr201639,,"/scholar?cites=12496807932257542606&as_sdt=5,33&sciodt=0,33&hl=en",https://www.nature.com/articles/cr201639,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1092708,Specific recognition of linear ubiquitin chains by NEMO is important for NF-κB activation,2009,"['S Rahighi', 'F Ikeda', 'M Kawasaki', 'M Akutsu', 'N Suzuki']",lauBfE4AAAAJ | 9gOgx8wAAAAJ |  | JTdJ1MgAAAAJ | ,,,,,,Activation of nuclear factor-κB (NF-κB). a key mediator of inducible transcription in immunity. requires binding of NF-κB essential modulator (NEMO) to ubiquitinated substrates. Here. we report that the UBAN (ubiquitin binding in ABIN and NEMO) motif of NEMO selectively binds,False,,674,https://www.sciencedirect.com/science/article/pii/S0092867409002645,,"/scholar?cites=616426116581554347&as_sdt=5,33&sciodt=0,33&hl=en",https://www.sciencedirect.com/science/article/pii/S0092867409002645,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1092709,The IKK complex. a central regulator of NF-κB activation,2010,['A Israël'],,,,,,,The IKK kinase complex is the core element of the NF-κB cascade. It is essentially made of two kinases (IKKα and IKKβ) and a regulatory subunit. NEMO/IKKγ. Additional components may exist. transiently or permanently. but their characterization is still unsure. In addition. it,False,,656,https://cshperspectives.cshlp.org/content/2/3/a000158.short,,"/scholar?cites=3893131309085910144&as_sdt=5,33&sciodt=0,33&hl=en",https://cshperspectives.cshlp.org/content/2/3/a000158.full.pdf,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1092710,Recruitment of the linear ubiquitin chain assembly complex stabilizes the TNF-R1 signaling complex and is required for TNF-mediated gene induction,2009,"['TL Haas', 'CH Emmerich', 'B Gerlach', 'AC Schmukle']", |  |  | ,,,,,,TNF is a key inflammatory cytokine. Using a modified tandem affinity purification approach. we identified HOIL-1 and HOIP as functional components of the native TNF-R1 signaling complex (TNF-RSC). Together. they were shown to form a linear ubiquitin chain assembly,False,,640,https://www.sciencedirect.com/science/article/pii/S1097276509007783,,"/scholar?cites=15074429642767275111&as_sdt=5,33&sciodt=0,33&hl=en",https://www.sciencedirect.com/science/article/pii/S1097276509007783,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1092711,Ubiquitin-binding proteins: decoders of ubiquitin-mediated cellular functions,2012,"['K Husnjak', 'I Dikic']",wTVoT1wAAAAJ | ,,,,,,Ubiquitin acts as a versatile cellular signal that controls a wide range of biological processes including protein degradation. DNA repair. endocytosis. autophagy. transcription. immunity. and inflammation. The specificity of ubiquitin signaling is achieved by alternative,False,,614,https://www.annualreviews.org/doi/abs/10.1146/annurev-biochem-051810-094654,,"/scholar?cites=14884634332642342914&as_sdt=5,33&sciodt=0,33&hl=en",,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1092712,Atypical ubiquitylation—the unexplored world of polyubiquitin beyond Lys48 and Lys63 linkages,2012,"['Y Kulathu', 'D Komander']",TKhMOgMAAAAJ | JRyrNgUAAAAJ,,,,,,Ubiquitylation is one of the most abundant and versatile post-translational modifications (PTMs) in cells. Its versatility arises from the ability of ubiquitin to form eight structurally and functionally distinct polymers. in which ubiquitin moieties are linked via one of seven Lys,False,,591,https://www.nature.com/articles/nrm3394,,"/scholar?cites=571546825605475544&as_sdt=5,33&sciodt=0,33&hl=en",,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1092713,SHARPIN forms a linear ubiquitin ligase complex regulating NF-κB activity and apoptosis,2011,"['F Ikeda', 'YL Deribe', 'SS Skånland', 'B Stieglitz', 'C Grabbe']",9gOgx8wAAAAJ |  |  | -keRDF4AAAAJ | ,,,,,,SHARPIN is a ubiquitin-binding and ubiquitin-like-domain-containing protein which. when mutated in mice. results in immune system disorders and multi-organ inflammation 1. 2. Here we report that SHARPIN functions as a novel component of the linear ubiquitin chain,False,,589,https://www.nature.com/articles/nature09814,,"/scholar?cites=2986788289437642060&as_sdt=5,33&sciodt=0,33&hl=en",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3085511/,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1092714,Post-translational modifications in signal integration,2010,"['YL Deribe', 'T Pawson', 'I Dikic']", |  | ,,,,,,Post-translational modifications of proteins and the domains that recognize these modifications have central roles in creating a highly dynamic relay system that reads and responds to alterations in the cellular microenvironment. Here we review the common,False,,584,https://www.nature.com/articles/nsmb.1842.pdf?origin=ppub,,"/scholar?cites=16837510392456515590&as_sdt=5,33&sciodt=0,33&hl=en",https://www.researchgate.net/profile/Ivan_Dikic2/publication/44623681_Post-translational_modifications_in_signal_integration/links/565ea53a08ae1ef92983e1ac.pdf,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1092715,TNF and TNF-receptors: From mediators of cell death and inflammation to therapeutic giants–past. present and future,2014,"['LM Sedger', 'MF McDermott']",d4XxIqsAAAAJ | ,,,,,,Tumor Necrosis Factor (TNF). initially known for its tumor cytotoxicity. is a potent mediator of inflammation. as well as many normal physiological functions in homeostasis and health. and anti-microbial immunity. It also appears to have a central role in,False,,603,https://www.sciencedirect.com/science/article/pii/S1359610114000781,,"/scholar?cites=17291194668850503002&as_sdt=5,33&sciodt=0,33&hl=en",https://www.sciencedirect.com/science/article/pii/S1359610114000781,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1092716,Regulation of tumour necrosis factor signalling: live or let die,2015,"['D Brenner', 'H Blaser', 'TW Mak']",-ucbI7oAAAAJ | mZUity4AAAAJ | ,,,,,,Tumour necrosis factor (TNF) is a pro-inflammatory cytokine that has important roles in mammalian immunity and cellular homeostasis. Deregulation of TNF receptor (TNFR) signalling is associated with many inflammatory disorders. including various types of arthritis,False,,585,https://www.nature.com/articles/nri3834,,"/scholar?cites=11121958730195773421&as_sdt=5,33&sciodt=0,33&hl=en",https://www.researchgate.net/profile/Dirk_Brenner/publication/277252180_Regulation_of_tumour_necrosis_factor_signalling_Live_or_let_die/links/565234cb08aeafc2aaba975a/Regulation-of-tumour-necrosis-factor-signalling-Live-or-let-die.pdf,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1092717,Molecular discrimination of structurally equivalent Lys 63‐linked and linear polyubiquitin chains,2009,"['D Komander', 'F Reyes‐Turcu', 'JDF Licchesi']",JRyrNgUAAAAJ |  | YXlep7gAAAAJ,,,,,,At least eight types of ubiquitin chain exist. and individual linkages affect distinct cellular processes. The only distinguishing feature of differently linked ubiquitin chains is their structure. as polymers of the same unit are chemically identical. Here. we have crystallized,False,,573,https://www.embopress.org/doi/abs/10.1038/embor.2009.55,,"/scholar?cites=14441905301093339688&as_sdt=5,33&sciodt=0,33&hl=en",https://www.embopress.org/doi/pdf/10.1038/embor.2009.55,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1092718,Pathogen recognition and innate immunity,2006,"['S Akira', 'S Uematsu', 'O Takeuchi']",0TG2laoAAAAJ |  | V8JiuA0AAAAJ,,,,,,Microorganisms that invade a vertebrate host are initially recognized by the innate immune system through germline-encoded pattern-recognition receptors (PRRs). Several classes of PRRs. including Toll-like receptors and cytoplasmic receptors. recognize distinct microbial,False,,11948,https://www.sciencedirect.com/science/article/pii/S0092867406001905,,"/scholar?cites=14742408706547850320&as_sdt=5,33&sciodt=0,33&hl=en",https://www.sciencedirect.com/science/article/pii/S0092867406001905,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1092719,Toll-like receptors,2003,"['K Takeda', 'T Kaisho', 'S Akira']", |  | 0TG2laoAAAAJ,,,,,,The innate immune system in drosophila and mammals senses the invasion of microorganisms using the family of Toll receptors. stimulation of which initiates a range of host defense mechanisms. In drosophila antimicrobial responses rely on two signaling,False,,6965,https://www.annualreviews.org/doi/full/10.1146/annurev.immunol.21.120601.141126,,"/scholar?cites=9860043691267068964&as_sdt=5,33&sciodt=0,33&hl=en",,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1092720,Toll-like receptors: critical proteins linking innate and acquired immunity,2001,"['S Akira', 'K Takeda', 'T Kaisho']",0TG2laoAAAAJ |  | ,,,,,,Recognition of pathogens is mediated by a set of germline-encoded receptors that are referred to as pattern-recognition receptors (PRRs). These receptors recognize conserved molecular patterns (pathogen-associated molecular patterns). which are shared by large,False,,5688,https://www.nature.com/articles/ni0801_675,,"/scholar?cites=2318363379468454381&as_sdt=5,33&sciodt=0,33&hl=en",,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1092721,Toll-like receptors and innate immunity,2001,['R Medzhitov'],7oY-qF4AAAAJ,,,,,,Toll-like receptors have a crucial role in the detection of microbial infection in mammals and insects. In mammals. these receptors have evolved to recognize conserved products unique to microbial metabolism. This specificity allows the Toll proteins to detect the presence of,False,,4866,https://www.nature.com/articles/nri35100529,,"/scholar?cites=9503037147658237939&as_sdt=5,33&sciodt=0,33&hl=en",http://minf.vub.ac.be/~chrisvs/PapersMCD11.pdf,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1092722,Toll-like receptor triggering of a vitamin D-mediated human antimicrobial response,2006,"['PT Liu', 'S Stenger', 'H Li', 'L Wenzel', 'BH Tan']", |  |  |  | ,,,,,,In innate immune responses. activation of Toll-like receptors (TLRs) triggers direct antimicrobial activity against intracellular bacteria. which in murine. but not human. monocytes and macrophages is mediated principally by nitric oxide. We report here that TLR,False,,3940,https://science.sciencemag.org/content/311/5768/1770.abstract,,"/scholar?cites=2084706969876632108&as_sdt=5,33&sciodt=0,33&hl=en",,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1092723,Nitric oxide and the immune response,2001,['C Bogdan'],2dvQIiMAAAAJ,,,,,,During the past two decades. nitric oxide (NO) has been recognized as one of the most versatile players in the immune system. It is involved in the pathogenesis and control of infectious diseases. tumors. autoimmune processes and chronic degenerative diseases,False,,3357,https://www.nature.com/articles/ni1001-907,,"/scholar?cites=7302681608744469476&as_sdt=5,33&sciodt=0,33&hl=en",https://www.academia.edu/download/35734391/juku3.pdf,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1092724,Recognition of microorganisms and activation of the immune response,2007,['R Medzhitov'],7oY-qF4AAAAJ,,,,,,The mammalian immune system has innate and adaptive components. which cooperate to protect the host against microbial infections. The innate immune system consists of functionally distinct'modules' that evolved to provide different forms of protection against,False,,2941,https://www.nature.com/articles/nature06246,,"/scholar?cites=18144998660614481635&as_sdt=5,33&sciodt=0,33&hl=en",https://www.nature.com/articles/nature06246,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1092725,Cutting edge: role of Toll-like receptor 1 in mediating immune response to microbial lipoproteins,2002,"['O Takeuchi', 'S Sato', 'T Horiuchi', 'K Hoshino']",V8JiuA0AAAAJ |  |  | ,,,,,,The Toll-like receptor (TLR) family acts as pattern recognition receptors for pathogen-specific molecular patterns (PAMPs). TLR2 is essential for the signaling of a variety of PAMPs. including bacterial lipoprotein/lipopeptides. peptidoglycan. and GPI anchors. TLR6,False,,1608,https://www.jimmunol.org/content/169/1/10.short,,"/scholar?cites=2167943224700615939&as_sdt=5,33&sciodt=0,33&hl=en",https://www.jimmunol.org/content/jimmunol/169/1/10.full.pdf,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1092726,Animal models of acute lung injury,2008,"['G Matute-Bello', 'CW Frevert']", | ,,,,,,Acute lung injury in humans is characterized histopathologically by neutrophilic alveolitis. injury of the alveolar epithelium and endothelium. hyaline membrane formation. and microvascular thrombi. Different animal models of experimental lung injury have been used,False,,1443,https://journals.physiology.org/doi/abs/10.1152/ajplung.00010.2008,,"/scholar?cites=16996603372113447558&as_sdt=5,33&sciodt=0,33&hl=en",https://journals.physiology.org/doi/full/10.1152/ajplung.00010.2008,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1092727,Phagocytosis of microbes: complexity in action,2002,"['DM Underhill', 'A Ozinsky']", | u8u9trAAAAAJ,,,,,,The phagocytic response of innate immune cells such as macrophages is defined by the activation of complex signaling networks that are stimulated by microbial contact. Many individual proteins have been demonstrated to participate in phagocytosis. and the,False,,1292,https://www.annualreviews.org/doi/abs/10.1146/annurev.immunol.20.103001.114744,,"/scholar?cites=11428377208173714849&as_sdt=5,33&sciodt=0,33&hl=en",,0,0,0
,title,pub_year,author,author_id,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,eprint_url,got_citations,got_author_ids,author_ids
1092728,Mycobacterium tuberculosis pathogenesis and molecular determinants of virulence,2003,['I Smith'],,,,,,,Tuberculosis (TB). one of the oldest known human diseases. is still is one of the major causes of mortality. since two million people die each year from this malady. TB has many manifestations. affecting bone. the central nervous system. and many other organ systems,False,,1300,https://cmr.asm.org/content/16/3/463.short,,"/scholar?cites=17543834794554428541&as_sdt=5,33&sciodt=0,33&hl=en",https://cmr.asm.org/content/cmr/16/3/463.full.pdf,0,0,0
