id,abstract,author,cites,cites_id,journal,number,pages,publisher,title,url,volume,year,citation_link,id_citations

1005010,"The anti-CD52 monoclonal antibody alemtuzumab reduced disease activity in a phase 2 trial of previously untreated patients with relapsing-remitting multiple sclerosis. We aimed to assess efficacy and safety of first-line alemtuzumab compared with interferon beta 1a in a phase 3 trial.In our 2 year, rater-masked, randomised controlled phase 3 trial, we enrolled adults aged 18–50 years with previously untreated relapsing-remitting multiple sclerosis. Eligible participants were randomly allocated in a 2:1 ratio by an interactive voice response system, stratified by site, to receive intravenous alemtuzumab 12 mg per day or subcutaneous interferon beta 1a 44 μg. Interferon beta 1a was given three-times per week and alemtuzumab was given once per day for 5 days at baseline and once per day for 3 days at 12 months. Coprimary endpoints were relapse rate and time to 6 month sustained …",Jeffrey A Cohen and Alasdair J Coles and Douglas L Arnold and Christian Confavreux and Edward J Fox and Hans-Peter Hartung and Eva Havrdova and Krzysztof W Selmaj and Howard L Weiner and Elizabeth Fisher and Vesna V Brinar and Gavin Giovannoni and Miroslav Stojanovic and Bella I Ertik and Stephen L Lake and David H Margolin and Michael A Panzara and D Alastair S Compston,899,1099852625643761166,The Lancet,9856,1819-1828,Elsevier,Alemtuzumab versus interferon beta 1a as first-line treatment for patients with relapsing-remitting multiple sclerosis: a randomised controlled phase 3 trial,https://www.sciencedirect.com/science/article/pii/S0140673612617693,380,2012,/scholar?cites=1099852625643761166,AbKd9soAAAAJ:g5m5HwL7SMYC

1005011,"Two types of glial fibrillary acidic protein-positive (GFAP+) astrocytes were found in cultures of developing rat optic nerve. Type 1 astrocytes had a fibroblast-like morphology, did not bind tetanus toxin or the monoclonal antibody A2B5 (both of which bind to specific polysialogangliosides), and were stimulated to divide by an extract of bovine pituitary and by epidermal growth factor (EGF). Type 2 astrocytes had a neuron-like morphology, bound tetanus toxin and A2B5 antibody, and were not stimulated to divide by bovine pituitary extract or by EGF. Although both types of astrocytes were present in cultures of white matter, only type 1 astrocytes were found in cultures of gray matter. Astrocytes did not convert from one type to the other in culture: while many type 1 astrocytes adopted a neuron-like morphology when exposed to dibutyryl cyclic adenosine 3′:5′-monophosphate, or pituitary or brain extracts, especially in …",MC Raff and ER Abney and Jim Cohen and Ronald Lindsay and Mark Noble,817,13464005967888907630,Journal of Neuroscience,6,1289-1300,Society for Neuroscience,"Two types of astrocytes in cultures of developing rat white matter: differences in morphology, surface gangliosides, and growth characteristics",https://www.jneurosci.org/content/3/6/1289.short,3,1983,/scholar?cites=13464005967888907630,AbKd9soAAAAJ:tFyepMjQr3wC

1005012,"Magnetization transfer imaging (MTI) was initially performed in normal guinea pigs and human volunteers. A magnetization transfer ratio (MTR) was calculated in the normal white matter and was found to be 42%-44%, with less than 2.5% variation, which indicates the high reproducibility of the measurement. MTI was then applied to an animal model of white matter disease, acute experimental allergic encephalomyelitis (EAE). In this model of EAE, pathologically proved lesions were edematous with essentially no demyelination. MTRs decreased slightly but significantly (5%-8%) compared with the MTRs of the same tissue region measured before the onset of the lesion [corrected]. Fifteen patients with multiple sclerosis (MS) also underwent MTI. In the 15 patients with MS, all lesions (209 plaques) had a significantly decreased MTR (average, 26%). The authors believe that demyelination produced the lower MTR …",Vincent Dousset and Robert I Grossman and Karen N Ramer and Mitchell D Schnall and Lindon H Young and Francisco Gonzalez-Scarano and Ehud Lavi and Jeffrey A Cohen,764,1033626219673224598,Radiology,2,483-491,,Experimental allergic encephalomyelitis and multiple sclerosis: lesion characterization with magnetization transfer imaging.,https://pubs.rsna.org/doi/abs/10.1148/radiology.182.2.1732968,182,1992,/scholar?cites=1033626219673224598,AbKd9soAAAAJ:70eg2SAEIzsC

1005013,"Background and objectivesDiagnosis of multiple sclerosis (MS) requires exclusion of diseases that could better                 explain the clinical and paraclinical findings. A systematic process for exclusion                 of alternative diagnoses has not been defined. An International Panel of MS experts                 developed consensus perspectives on MS differential diagnosis.MethodsUsing available literature and consensus, we developed guidelines for MS differential                 diagnosis, focusing on exclusion of potential MS mimics, diagnosis of common initial                 isolated clinical syndromes, and differentiating between MS and non-MS idiopathic                 inflammatory demyelinating diseases.ResultsWe present recommendations for 1) clinical and paraclinical red flags suggesting                 alternative diagnoses to MS; 2) more precise definition of “clinically                 isolated syndromes” (CIS), often the first …",DH Miller and Brian G Weinshenker and M Filippi and BL Banwell and JA Cohen and MS Freedman and SL Galetta and M Hutchinson and RT Johnson and L Kappos and J Kira and FD Lublin and HF McFarland and X Montalban and H Panitch and JR Richert and SC Reingold and Chris H Polman,729,1866672662664488043,Multiple Sclerosis Journal,9,1157-1174,Sage Publications,Differential diagnosis of suspected multiple sclerosis: a consensus approach,https://journals.sagepub.com/doi/abs/10.1177/1352458508096878,14,2008,/scholar?cites=1866672662664488043,AbKd9soAAAAJ:ldfaerwXgEUC

1005014,"The sympathetic skin response (SSR) was measured in 33 patients with peripheral neuropathies and in 30 normal control subjects. Abnormalities of the response were correlated with clinical, pathologic, and EMG observations. The response was usually absent in axonal neuropathies, but present in demyelinating disorders. Abnormalities of the sympathetic skin response did not correlate well with clinical evidence of dysautonomia, but were a reliable indicator of disorders affecting unmyelinated axons.",Bhagwan T Shahani and JJ Halperin and PH Boulu and J Cohen,720,7095029206312002852,"Journal of Neurology, Neurosurgery & Psychiatry",5,536-542,BMJ Publishing Group Ltd,Sympathetic skin response--a method of assessing unmyelinated axon dysfunction in peripheral neuropathies.,https://jnnp.bmj.com/content/47/5/536.short,47,1984,/scholar?cites=7095029206312002852,AbKd9soAAAAJ:inmFHauC9wsC

1005015,"To develop a scientifically sound and clinically relevant evidence-based guideline for the treatment of painful diabetic neuropathy (PDN).We performed a systematic review of the literature from 1960 to August 2008 and classified the studies according to the American Academy of Neurology classification of evidence scheme for a therapeutic article, and recommendations were linked to the strength of the evidence. The basic question asked was: “What is the efficacy of a given treatment (pharmacological: anticonvulsants, antidepressants, opioids, others; and non-pharmacological: electrical stimulation, magnetic field treatment, low-intensity laser treatment, Reiki massage, others) to reduce pain and improve physical function and quality of life (QOL) in patients with PDN?”Pregabalin is established as effective and should be offered for relief of PDN (Level A …",Vera Bril and John England and Gary M Franklin and Miroslav Backonja and Jeffrey Cohen and David Del Toro and Eva Feldman and Donald J Iverson and Bruce Perkins and James W Russell and Douglas Zochodne,679,18369997620662565769,Pm&r,4,345-352. e21,No longer published by Elsevier,"Evidence-based guideline: treatment of painful diabetic neuropathy: report of the American Academy of Neurology, the American Association of Neuromuscular and Electrodiagnostic …",https://www.sciencedirect.com/science/article/pii/S193414821100150X,3,2011,/scholar?cites=18369997620662565769,AbKd9soAAAAJ:_IsBomjs8bsC

1005016,"When 251 relapsing-remitting patients with multiple sclerosis were randomized to receive daily subcutaneous injections of glatiramer acetate, previously called copolymer 1 (Copaxone; n = 125) or placebo (n = 126) for 24 months, there were no laboratory abnormalities associated with glatiramer acetate treatment and it was well tolerated with few side effects. Patients receiving glatiramer acetate had significantly fewer relapses and were more likely to be neurologically improved, whereas those receiving placebo were more likely to worsen. This study was extended for 1 to 11 months (mean of 5.2 months for the glatiramer acetate group and 5.9 months for the placebo group). The blinding and study conditions used during the core 24-month study were unchanged throughout the extension. The results of this extension study confirm the excellent tolerance and safety profile of glatiramer acetate for injection. The …",KP Johnson and BR Brooks and JA Cohen and CC Ford and J Goldstein and RP Lisak and L _ W Myers and HS Panitch and JW Rose and RB Schiffer and T Vollmer and LP Weiner and JS Wolinsky,629,6802555977956781856,Neurology,3,701-708,"Wolters Kluwer Health, Inc. on behalf of the American Academy of Neurology",Extended use of glatiramer acetate (Copaxone) is well tolerated and maintains its clinical effect on multiple sclerosis relapse rate and degree of disability,https://n.neurology.org/content/50/3/701.short,50,1998,/scholar?cites=6802555977956781856,AbKd9soAAAAJ:2P1L_qKh6hAC

1005017,"PTSD is characterized by the persistence of intense reactions to reminders of a traumatic event, altered mood, a sense of imminent threat, disturbed sleep, and hypervigilance. Cognitive behavioral therapy and anxiolytic or antidepressant agents can ameliorate symptoms.",Arieh Shalev and Israel Liberzon and Charles Marmar,578,4038621673075162004,,25,2459-2469,Massachusetts Medical Society,Post-traumatic stress disorder,https://www.nejm.org/doi/full/10.1056/NEJMra1612499,376,2017,/scholar?cites=4038621673075162004,AbKd9soAAAAJ:z-B63o8J19IC

1005018,"To determine whether abnormalities of immunoregulatory T cells are associated with multiple sclerosis (MS), we characterized peripheral lymphocytes in 33 patients with untreated MS and compared them with 42 normal persons and 29 age-matched control subjects who had other neurologic diseases. For this analysis, we used monoclonal antibodies to the surface antigens of helper (T4) and suppressor (T5) T-cell subsets and to a common T-cell antigen (T3). In contrast to normal persons and the controls with other neurologic diseases, the patients with MS had a reduced percentage of T3-positive (T3+) cells (P<0.05). More importantly, there was a selective decrease in T5-positive (T5+) cells in 11 of 15 patients with active MS, but in only one of 18 patients with inactive MS and in none of the normal persons or controls with neurologic disease (P<0.00001). Serial analysis of five patients with MS showed a …",Ellis L Reinherz and Howard L Weiner and Stephen L Hauser and Judith A Cohen and Judy Ann Distaso and Stuart F Schlossman,502,18272108643971700590,New England Journal of Medicine,3,125-129,Massachusetts Medical Society,Loss of suppressor T cells in active multiple sclerosis: analysis with monoclonal antibodies,https://www.nejm.org/doi/full/10.1056/NEJM198007173030303,303,1980,/scholar?cites=18272108643971700590,AbKd9soAAAAJ:W8gSVh4kTHQC

1005019,"Objective To assess the characteristics of the 6-min walk (6MW) in multiple sclerosis (MS) subjects of varied disability, and controls. To assess the correlation of 6MW to subjective measures of fatigue, health status and ambulation using the modified fatigue impact scale (MFIS), short form-36 Health Questionnaire physical component score and MS walking scale (MSWS).Methods Forty MS expanded disability status scale [(EDSS) 0—6.5] and 20 control subjects were recruited from a MS outpatient clinic. Subjects completed survey material and three 6MWs with 1-h interval rest in a single study visit.Results There was no practice effect or fatigability with repeat 6MW tests with a one-h rest period between test sessions. The 6MW had excellent intra-[intraclass correlation coefficient (ICC) = 0.95] and inter-rater (ICC = 0.91) reliability. MS subjects demonstrated reduced 6MW distance and speed compared with controls (P …",Myla D Goldman and Ruth Ann Marrie and Jeffrey A Cohen,494,15864189360003749797,Multiple Sclerosis Journal,3,383-390,Sage Publications,Evaluation of the six-minute walk in multiple sclerosis subjects and healthy controls,https://journals.sagepub.com/doi/abs/10.1177/1352458507082607,14,2008,/scholar?cites=15864189360003749797,AbKd9soAAAAJ:rO6llkc54NcC

1005020,"THE rat neu gene, which encodes a protein closely related to the epidermal growth factor receptor1, is a proto-oncogene that can be converted into an oncogene by a point mutation. Both genes encode proteins with a relative molecular mass of 185,000 but the question of why the neu gene product, p185neu, is oncogenic, whereas the product of c-neu, p185c-neu, is not, remains unanswered. The proteins have several features common to the family of tyrosine kinase growth-factor receptors, including cysteine-rich external domains, a hydrophobic transmembrane region and a cytoplasmic tyrosine kinase domain2–4. The oncogenic p185neudiffers from pl85c-neuby an amino-acid substitution in the transmembrane region of the glycoprotein5: this replacement of valine by glutamic acid at position 664 induces increased intrinsic tyrosine kinase activity which is associated with transformation6,7. Many gly …",David B Weiner and Jing Liu and Jeffrey A Cohen and William V Williams and Mark I Greene,481,14546080742891243275,Nature,6221,230-231,Nature Publishing Group UK,A point mutation in the neu oncogene mimics ligand induction of receptor aggregation,https://link.springer.com/content/pdf/10.1038/339230a0.pdf,339,1989,/scholar?cites=14546080742891243275,AbKd9soAAAAJ:uAPFzskPt0AC

1005021,"Background: Interferon β-1a (IFNβ-1a, Avonex) is efficacious in relapsing forms of MS. Studies of other IFNβ preparations in secondary progressive MS (SPMS) yielded conflicting results. This study was undertaken to determine whether IFNβ-1a slowed disease progression in SP-MS.Methods: A total of 436 subjects with SPMS and Expanded Disability Status Scale (EDSS) score 3.5 to 6.5 were randomized to receive IFNβ-1a (60 μg) or placebo by weekly intramuscular injection for 2 years. The primary outcome measure, used for the first time in a large-scale MS trial, was baseline to month 24 change in the MS Functional Composite (MSFC), comprising quantitative tests of ambulation (Timed 25-Foot Walk), arm function (Nine-Hole Peg Test [9HPT]), and cognition (Paced Auditory Serial Addition Test [PASAT]).Results: Median MSFC Z-score change was reduced 40.4% in IFNβ-1a subjects (−0.096 vs −0.161 in …",JA Cohen and GR Cutter and JS Fischer and AD Goodman and FR Heidenreich and MF Kooijmans and AW Sandrock and RA Rudick and JH Simon and NA Simonian and EC Tsao and JN Whitaker,453,11921858676730878665,Neurology,5,679-687,"Wolters Kluwer Health, Inc. on behalf of the American Academy of Neurology",Benefit of interferon β-1a on MSFC progression in secondary progressive MS,https://n.neurology.org/content/59/5/679.short,59,2002,/scholar?cites=11921858676730878665,AbKd9soAAAAJ:HoB7MX3m0LUC

1005022,"The gene that encodes nuclear factor κ (NF-κB) essential modulator (or NEMO, also known as IKKγ) is required for activation of the transcription factor NF-κB. We describe mutations in the puta-tive zinc-finger domain of NEMO that result in an X-linked primary immunodeficiency characterized by hyper-IgM syndrome and hypohydrotic ectodermal dysplasia (XHM-ED). These mutations prevent CD40 ligand (CD40L)-mediated degradation of inhibitor of NF-κB α (IκB-α) and account for the following observations: B cells from XHM-ED patients are unable to undergo immunoglobulin class-switch recombination and antigen-presenting cells (APCs) are unable to synthesize the NF-κB–regulated cytokines interleukin 12 (IL-12) or tumor necrosis factor α (TNF-α) when stimulated with CD40L. Nevertheless, innate immunity is preserved in XHM-ED patients because APCs retain the capacity to respond to stimulation by …",Ashish Jain and Chi Adrian Ma and Shiyung Liu and Margaret Brown and Jeffrey Cohen and Warren Strober,421,4100435888322556588,Nature immunology,3,223-228,Nature Publishing Group,Specific missense mutations in NEMO result in hyper-IgM syndrome with hypohydrotic ectodermal dysplasia,https://www.nature.com/articles/ni0301_223,2,2001,/scholar?cites=4100435888322556588,AbKd9soAAAAJ:43B52WW2E64C

1005023,"Until recently, all approved multiple sclerosis (MS) disease treatments were administered parenterally. Oral fingolimod was approved in September 2010 by the US Food and Drug Administration to reduce relapses and disability progression in relapsing forms of MS. In the clinical trials that led to approval, fingolimod reduced not only acute relapses and magnetic resonance imaging lesion activity but also disability progression and brain volume loss, suggesting preservation of tissue. Fingolimod's mechanism of action in MS is not known with certainty. Its active form, fingolimod‐phosphate (fingolimod‐P), is a sphingosine 1‐phosphate receptor (S1PR) modulator that inhibits egress of lymphocytes from lymph nodes and their recirculation, potentially reducing trafficking of pathogenic cells into the central nervous system (CNS). Fingolimod also readily penetrates the CNS, and fingolimod‐P formed in situ may have …",Jeffrey A Cohen and Jerold Chun,373,10129564311135931897,Annals of neurology,5,759-777,"Wiley Subscription Services, Inc., A Wiley Company",Mechanisms of fingolimod's efficacy and adverse effects in multiple sclerosis,https://onlinelibrary.wiley.com/doi/abs/10.1002/ana.22426,69,2011,/scholar?cites=10129564311135931897,AbKd9soAAAAJ:dfsIfKJdRG4C

