id,abstract,author,cites,cites_id,journal,number,pages,publisher,title,url,volume,year,citation_link,id_citations
1002009,"We study the distribution of fluctuations of the S&P 500 index over a time scale Δ t by analyzing three distinct databases. Database (i) contains approximately 1 200 000 records, sampled at 1-min intervals, for the 13-year period 1984–1996, database (ii) contains 8686 daily records for the 35-year period 1962–1996, and database (iii) contains 852 monthly records for the 71-year period 1926–1996. We compute the probability distributions of returns over a time scale Δ t, where Δ t varies approximately over a factor of 10 4—from 1 min up to more than one month. We find that the distributions for Δ t<~ 4 d (1560 min) are consistent with a power-law asymptotic behavior, characterized by an exponent α≈ 3, well outside the stable Lévy regime 0< α< 2. To test the robustness of the S&P result, we perform a parallel analysis on two other financial market indices. Database (iv) contains 3560 daily records of the NIKKEI index …",Parameswaran Gopikrishnan and Vasiliki Plerou and Luis A Nunes Amaral and Martin Meyer and H Eugene Stanley,1019,2099412569631046224,Physical Review E,5,5305,American Physical Society,Scaling of the distribution of fluctuations of financial market indices,https://journals.aps.org/pre/abstract/10.1103/PhysRevE.60.5305,60,1999,/scholar?cites=2099412569631046224,Jo0G0c0AAAAJ:iH-uZ7U-co4C

1002010,"We analyze cross correlations between price fluctuations of different stocks using methods of random matrix theory (RMT). Using two large databases, we calculate cross-correlation matrices C of returns constructed from (i) 30-min returns of 1000 US stocks for the 2-yr period 1994–1995,(ii) 30-min returns of 881 US stocks for the 2-yr period 1996–1997, and (iii) 1-day returns of 422 US stocks for the 35-yr period 1962–1996. We test the statistics of the eigenvalues λ i of C against a “null hypothesis”—a random correlation matrix constructed from mutually uncorrelated time series. We find that a majority of the eigenvalues of C fall within the RMT bounds [λ−, λ+] for the eigenvalues of random correlation matrices. We test the eigenvalues of C within the RMT bound for universal properties of random matrices and find good agreement with the results for the Gaussian orthogonal ensemble of random matrices—implying a …",Vasiliki Plerou and Parameswaran Gopikrishnan and Bernd Rosenow and Luis A Nunes Amaral and Thomas Guhr and H Eugene Stanley,989,12706902982592074811,Physical Review E,6,066126,American Physical Society,Random matrix approach to cross correlations in financial data,https://journals.aps.org/pre/abstract/10.1103/PhysRevE.65.066126,65,2002,/scholar?cites=12706902982592074811,Jo0G0c0AAAAJ:isC4tDSrTZIC

1002011,"A SUCCESSFUL theory of corporate growth should include both the external and internal factors that affect the growth of a company1–18. Whereas traditional models emphasize production-related influences such as investment in physical capital and in research and development18, recent models10–20 recognize the equal importance of organizational infrastructure. Unfortunately, no exhaustive empirical account of the growth of companies exists by which these models can be tested. Here we present a broad, phenomenological picture of the dependence of growth on company size, derived from data for all publicly traded US manufacturing companies between 1975 and 1991. We find that, for firms with similar sales, the distribution of annual (logarithmic) growth rates has an exponential form; the spread in the distribution of rates decreases with increasing sales as a power law over seven orders of …",Michael HR Stanley and LuÝs AN Amaral and Sergey V Buldyrev and Shlomo Havlin and Heiko Leschhorn and Philipp Maass and Michael A Salinger and H Eugene Stanley,962,834655622808565475,Nature,6568,804-806,Nature Publishing Group UK,Scaling behaviour in the growth of companies,https://link.springer.com/content/pdf/10.1038/379804a0.pdf,379,1996,/scholar?cites=834655622808565475,Jo0G0c0AAAAJ:bEWYMUwI8FkC

1002012,"The mechanisms by which modularity emerges in complex networks are not well understood but recent reports have suggested that modularity may arise from evolutionary selection. We show that finding the modularity of a network is analogous to finding the ground-state energy of a spin system. Moreover, we demonstrate that, due to fluctuations, stochastic network models give rise to modular networks. Specifically, we show both numerically and analytically that random graphs and scale-free networks have modularity. We argue that this fact must be taken into consideration to define statistically significant modularity in complex networks.",Roger Guimera and Marta Sales-Pardo and Luís A Nunes Amaral,951,16561897313522656723,Physical Review E,2,025101,American Physical Society,Modularity from fluctuations in random graphs and complex networks,https://journals.aps.org/pre/abstract/10.1103/PhysRevE.70.025101,70,2004,/scholar?cites=16561897313522656723,Jo0G0c0AAAAJ:maZDTaKrznsC

1002013,"We present a phenomenological study of stock price fluctuations of individual companies. We systematically analyze two different databases covering securities from the three major US stock markets:(a) the New York Stock Exchange,(b) the American Stock Exchange, and (c) the National Association of Securities Dealers Automated Quotation stock market. Specifically, we consider (i) the trades and quotes database, for which we analyze 40 million records for 1000 US companies for the 2-yr period 1994–95; and (ii) the Center for Research and Security Prices database, for which we analyze 35 million daily records for approximately 16 000 companies in the 35-yr period 1962–96. We study the probability distribution of returns over varying time scales Δ t, where Δ t varies by a factor of≈ 10 5, from 5 min up to≈ 4 yr. For time scales from 5 min up to approximately 16 days, we find that the tails of the distributions can …",Vasiliki Plerou and Parameswaran Gopikrishnan and Luis A Nunes Amaral and Martin Meyer and H Eugene Stanley,671,1830123163411824832,Physical review e,6,6519,American Physical Society,Scaling of the distribution of price fluctuations of individual companies,https://journals.aps.org/pre/abstract/10.1103/PhysRevE.60.6519,60,1999,/scholar?cites=1830123163411824832,Jo0G0c0AAAAJ:TFP_iSt0sucC

1002014,"The probability distribution of stock price changes is studied by analyzing a database (the Trades and Quotes Database) documenting every trade for all stocks in three major US stock markets, for the two year period January 1994 - December 1995. A sample of 40 million data points is extracted, which is substantially larger than studied hitherto. We find an asymptotic power-law behavior for the cumulative distribution with an exponent  , well outside the Lévy regime  .",Parameswaran Gopikrishnan and Martin Meyer and LA Nunes Amaral and H Eugene Stanley,635,8192366209761510414,The European Physical Journal B-Condensed Matter and Complex Systems,2,139-140,Springer Berlin/Heidelberg,Inverse cubic law for the distribution of stock price variations,https://link.springer.com/article/10.1007/s100510050292,3,1998,/scholar?cites=8192366209761510414,Jo0G0c0AAAAJ:JoZmwDi-zQgC

1002015,"We briefly describe the toolkit used for studying complex systems: nonlinear dynamics, statistical physics, and network theory. We place particular emphasis on network theory--the topic of this special issue--and its importance in augmenting the framework for the quantitative study of complex systems. In order to illustrate the main issues, we briefly review several areas where network theory has led to significant developments in our understanding of complex systems. Specifically, we discuss changes, arising from network theory, in our understanding of (i) the Internet and other communication networks, (ii) the structure of natural ecosystems, (iii) the spread of diseases and information, (iv) the structure of cellular signalling networks, and (v) infrastructure robustness. Finally, we discuss how complexity requires both new tools and an augmentation of the conceptual framework--including an expanded definition …",Luis AN Amaral and Julio M Ottino,626,4083587621372550453,The European Physical Journal B,2,147-162,Springer Berlin Heidelberg,Complex networks,https://link.springer.com/article/10.1140/epjb/e2004-00110-5,38,2004,/scholar?cites=4083587621372550453,Jo0G0c0AAAAJ:M3NEmzRMIkIC

1002016,"Integrative approaches to the study of complex systems demand that one knows the manner in which the parts comprising the system are connected. The structure of the complex network defining the interactions provides insight into the function and evolution of the components of the system. Unfortunately, the large size and intricacy of these networks implies that such insight is usually difficult to extract. Here, we propose a method that allows one to systematically extract and display information contained in complex networks. Specifically, we demonstrate that one can (i) find modules in complex networks and (ii) classify nodes into universal roles according to their pattern of within-and between-module connections. The method thus yields a'cartographic representation'of complex networks.",Roger Guimera and Luís A Nunes Amaral,614,5646869198518793354,Journal of Statistical Mechanics: Theory and Experiment,02,P02001,IOP Publishing,Cartography of complex networks: modules and universal roles,https://iopscience.iop.org/article/10.1088/1742-5468/2005/02/P02001/meta,2005,2005,/scholar?cites=5646869198518793354,Jo0G0c0AAAAJ:NaGl4SEjCO4C

1002017,"Extracting understanding from the growing “sea” of biological and socioeconomic data is one of the most pressing scientific challenges facing us. Here, we introduce and validate an unsupervised method for extracting the hierarchical organization of complex biological, social, and technological networks. We define an ensemble of hierarchically nested random graphs, which we use to validate the method. We then apply our method to real-world networks, including the air-transportation network, an electronic circuit, an e-mail exchange network, and metabolic networks. Our analysis of model and real networks demonstrates that our method extracts an accurate multiscale representation of a complex system.",Marta Sales-Pardo and Roger Guimera and André A Moreira and Luís A Nunes Amaral,573,4651341374677642305,Proceedings of the National Academy of Sciences,39,15224-15229,National Academy of Sciences,Extracting the hierarchical organization of complex systems,https://www.pnas.org/content/104/39/15224.short,104,2007,/scholar?cites=4651341374677642305,Jo0G0c0AAAAJ:NMxIlDl6LWMC

1002018,"Recently, we have presented the first exhaustive analysis of the world-wide airport network. Two important results of that study are that: (i) the world-wide airport network is a small-world network with power-law decaying degree and betweenness centrality distributions; (ii) the most connected cities (largest degree) are typically not the most central cities (largest betweenness centrality). This second finding is particularly significant because of results demonstrating that nodes with high betweenness tend to play a more important role in keeping networks connected than those with high degree. Here, we investigate if current network models can explain this finding and we show that they cannot. Thus, we propose a new model that explains this behavior in terms of the geo-political constraints that affect the growth of the airport network. We further hypothesize that in other infrastructures, affected by similar geo …",Roger Guimera and Luıs A Nunes Amaral,558,11664515085942629791,The European Physical Journal B,2,381-385,Springer Berlin Heidelberg,Modeling the world-wide airport network,https://link.springer.com/article/10.1140/epjb/e2004-00131-0,38,2004,/scholar?cites=11664515085942629791,Jo0G0c0AAAAJ:u-x6o8ySG0sC

1002019,"Patterns of deliberate human activity and behavior are of utmost importance in areas as diverse as disease spread, resource allocation, and emergency response. Because of its widespread availability and use, e-mail correspondence provides an attractive proxy for studying human activity. Recently, it was reported that the probability density for the inter-event time τ between consecutively sent e-mails decays asymptotically as τ−α, with α ≈ 1. The slower-than-exponential decay of the inter-event time distribution suggests that deliberate human activity is inherently non-Poissonian. Here, we demonstrate that the approximate power-law scaling of the inter-event time distribution is a consequence of circadian and weekly cycles of human activity. We propose a cascading nonhomogeneous Poisson process that explicitly integrates these periodic patterns in activity with an individual9s tendency to continue participating …",R Dean Malmgren and Daniel B Stouffer and Adilson E Motter and Luís AN Amaral,459,1044471889375582439,Proceedings of the National Academy of Sciences,47,18153-18158,National Academy of Sciences,A Poissonian explanation for heavy tails in e-mail communication,https://www.pnas.org/content/105/47/18153.short,105,2008,/scholar?cites=1044471889375582439,Jo0G0c0AAAAJ:vV6vV6tmYwMC

1002020,"We explore the degree to which concepts developed in statistical physics can be usefully applied to physiological signals. We illustrate the problems related to physiologic signal analysis with representative examples of human heartbeat dynamics under healthy and pathologic conditions. We first review recent progress based on two analysis methods, power spectrum and detrended fluctuation analysis, used to quantify long-range power-law correlations in noisy heartbeat fluctuations. The finding of power-law correlations indicates presence of scale-invariant, fractal structures in the human heartbeat. These fractal structures are represented by self-affine cascades of beat-to-beat fluctuations revealed by wavelet decomposition at different time scales. We then describe very recent work that quantifies multifractal features in these cascades, and the discovery that the multifractal structure of healthy dynamics is lost with …",Plamen Ch Ivanov and LA Nunes Amaral and Ary L Goldberger and Shlomo Havlin and Michael G Rosenblum and H Eugene Stanley and Zbigniew R Struzik,446,2155304196414633093,Chaos,3,641-652,,From 1/f noise to multifractal cascades in heartbeat dynamics,https://aip.scitation.org/doi/abs/10.1063/1.1395631,11,2001,/scholar?cites=2155304196414633093,Jo0G0c0AAAAJ:5Ul4iDaHHb8C

1002021,"Modularity is one of the most prominent properties of real-world complex networks. Here, we address the issue of module identification in two important classes of networks: bipartite networks and directed unipartite networks. Nodes in bipartite networks are divided into two nonoverlapping sets, and the links must have one end node from each set. Directed unipartite networks only have one type of node, but links have an origin and an end. We show that directed unipartite networks can be conveniently represented as bipartite networks for module identification purposes. We report on an approach especially suited for module detection in bipartite networks, and we define a set of random networks that enable us to validate the approach.",Roger Guimerà and Marta Sales-Pardo and Luís A Nunes Amaral,432,17393813938399889391,Physical Review E,3,036102,American Physical Society,Module identification in bipartite and directed networks,https://journals.aps.org/pre/abstract/10.1103/PhysRevE.76.036102,76,2007,/scholar?cites=17393813938399889391,Jo0G0c0AAAAJ:J_g5lzvAfSwC

1002022,"In physical, biological, technological and social systems, interactions between units give rise to intricate networks. These—typically non-trivial—structures, in turn, critically affect the dynamics and properties of the system. The focus of most current research on complex networks is, still, on global network properties. A caveat of this approach is that the relevance of global properties hinges on the premise that networks are homogeneous, whereas most real-world networks have a markedly modular structure. Here, we report that networks with different functions, including the Internet, metabolic, air transportation and protein interaction networks, have distinct patterns of connections among nodes with different roles, and that, as a consequence, complex networks can be classified into two distinct functional classes on the basis of their link type frequency. Importantly, we demonstrate that these structural features cannot …",Roger Guimera and Marta Sales-Pardo and Luis AN Amaral,418,595384019591905839,Nature physics,1,63-69,Nature Publishing Group,Classes of complex networks defined by role-to-role connectivity profiles,https://www.nature.com/articles/nphys489,3,2007,/scholar?cites=595384019591905839,Jo0G0c0AAAAJ:BqipwSGYUEgC

1002023,"Even under healthy, basal conditions, physiologic systems show erratic fluctuations resembling those found in dynamical systems driven away from a single equilibrium state. Do such “nonequilibrium” fluctuations simply reflect the fact that physiologic systems are being constantly perturbed by external and intrinsic noise? Or, do these fluctuations actually contain useful, “hidden” information about the underlying nonequilibrium control mechanisms? We report some recent attempts to understand the dynamics of complex physiologic fluctuations by adapting and extending concepts and methods developed very recently in statistical physics. Specifically, we focus on interbeat interval variability as an important quantity to help elucidate possibly nonhomeostatic physiologic variability because (i) the heart rate is under direct neuroautonomic control, (ii) interbeat interval variability is readily measured by noninvasive …",HE Stanley and LA Nunes Amaral and AL Goldberger and S Havlin and P Ch Ivanov and C-K Peng,418,6673841698577859182,Physica A: Statistical Mechanics and its Applications,1-2,309-324,North-Holland,Statistical physics and physiology: monofractal and multifractal approaches,https://www.sciencedirect.com/science/article/pii/S0378437199002307,270,1999,/scholar?cites=6673841698577859182,Jo0G0c0AAAAJ:SdhP9T11ey4C

1002024,"Watts and Strogatz [Nature (London) 393, 440 (1998)] have recently introduced a model for disordered networks and reported that, even for very small values of the disorder p in the links, the network behaves as a “small world.” Here, we test the hypothesis that the appearance of small-world behavior is not a phase transition but a crossover phenomenon which depends both on the network size n and on the degree of disorder p. We propose that the average distance ℓ between any two vertices of the network is a scaling function of n/n*. The crossover size n* above which the network behaves as a small world is shown to scale as n*(p≪ 1)∼ p− τ with τ≈ 2/3.",Marc Barthélémy and Luis A Nunes Amaral,384,12763807420619036284,Physical Review Letters,15,3180,American Physical Society,Small-world networks: Evidence for a crossover picture,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.82.3180,82,1999,/scholar?cites=12763807420619036284,Jo0G0c0AAAAJ:JV2RwH3_ST0C

1002025,"We analyze the properties of seven community food webs from a variety of environments, including freshwater, marine-freshwater interfaces, and terrestrial environments. We uncover quantitative unifying patterns that describe the properties of the diverse trophic webs considered and suggest that statistical physics concepts such as scaling and universality may be useful in the description of ecosystems. Specifically, we find that several quantities characterizing these diverse food webs obey functional forms that are universal across the different environments considered. The empirical results are in remarkable agreement with the analytical solution of a recently proposed model for food webs.",Juan Camacho and Roger Guimerà and Luís A Nunes Amaral,382,3708965045294541300,Physical Review Letters,22,228102,American Physical Society,Robust patterns in food web structure,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.88.228102,88,2002,/scholar?cites=3708965045294541300,Jo0G0c0AAAAJ:QIV2ME_5wuYC

1002026,"Background Teamwork is a fundamental aspect of many human activities, from business to art and from sports to science. Recent research suggest that team work is of crucial importance to cutting-edge scientific research, but little is known about how teamwork leads to greater creativity. Indeed, for many team activities, it is not even clear how to assign credit to individual team members. Remarkably, at least in the context of sports, there is usually a broad consensus on who are the top performers and on what qualifies as an outstanding performance.  Methodology/Principal Findings In order to determine how individual features can be quantified, and as a test bed for other team-based human activities, we analyze the performance of players in the European Cup 2008 soccer tournament. We develop a network approach that provides a powerful quantification of the contributions of individual players and of overall team performance.  Conclusions/Significance We hypothesize that generalizations of our approach could be useful in other contexts where quantification of the contributions of individual team members is important.",Jordi Duch and Joshua S Waitzman and Luís A Nunes Amaral,350,15449966249458137071,PloS one,6,e10937,Public Library of Science,Quantifying the performance of individual players in a team activity,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0010937,5,2010,/scholar?cites=15449966249458137071,Jo0G0c0AAAAJ:OU6Ihb5iCvQC

1002027,The structures of sexual networks are essential for understanding the dynamics of sexually transmitted infections. Standard epidemiological models largely disregard the complex patterns of intimate contacts. Social network analysis offers important insight into how to conceptualize and model social interaction and has the potential to greatly enhance the understanding of disease epidemics.,Fredrik Liljeros and Christofer R Edling and Luis A Nunes Amaral,335,14639264577013505318,,2,189-196,Elsevier Masson,Sexual networks: implications for the transmission of sexually transmitted infections,https://www.sciencedirect.com/science/article/pii/S1286457902000588,5,2003,/scholar?cites=14639264577013505318,Jo0G0c0AAAAJ:YFjsv_pBGBYC

1002028,"We analyze the fluctuations in the gross domestic product (GDP) of 152 countries for the period 1950–1992. We find that (i) the distribution of annual growth rates for countries of a given GDP decays with “fatter” tails than for a Gaussian, and (ii) the width of the distribution scales as a power law of GDP with a scaling exponent β≈ 0.15. Both findings are in surprising agreement with results on firm growth. These results are consistent with the hypothesis that the evolution of organizations with complex structure is governed by similar growth mechanisms.",Youngki Lee and Luís A Nunes Amaral and David Canning and Martin Meyer and H Eugene Stanley,328,16954159407490860694,Physical Review Letters,15,3275,American Physical Society,Universal features in the growth dynamics of complex organizations,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.81.3275,81,1998,/scholar?cites=16954159407490860694,Jo0G0c0AAAAJ:dhFuZR0502QC

1002029,"We address the question of the growth of firm size. To this end, we analyze the Compustat data base comprising all publicly-traded United States manufacturing firms within the years 1974-1993. We find that the distribution of firm sizes remains stable for the 20 years we study, ie, the mean value and standard deviation remain approximately constant. We study the distribution of sizes of the"" new"" companies in each year and find it to be well approximated by a log-normal. We find (i) the distribution of the logarithm of the growth rates, for a fixed growth period of one year, and for companies with approximately the same size S, display an exponential form, and (ii) the fluctuations in the growth rates-measured by the width of this distribution -scale as a power with $ S,\\sigma_1\sim S^{-\beta} $. We find that the exponent  takes the same value, within the error bars, for several measures of the size of a company. In particular, we obtain …",Luís A Nunes Amaral and Sergey V Buldyrev and Shlomo Havlin and Heiko Leschhorn and Philipp Maass and Michael A Salinger and H Eugene Stanley and Michael HR Stanley,299,8528086794428629731,Journal de Physique I,4,621-633,EDP Sciences,Scaling behavior in economics: I. Empirical results for company growth,https://jp1.journaldephysique.org/articles/jp1/abs/1997/04/jp1v7p621/jp1v7p621.html,7,1997,/scholar?cites=8528086794428629731,Jo0G0c0AAAAJ:hMod-77fHWUC

1002030,We study the dynamics of a system composed of interacting units each with a complex internal structure comprising many subunits and treat the case in which each subunit grows in a multiplicative manner. We propose a model for such systems in which the interaction among the units is treated in a mean field approximation and the interaction among subunits is nonlinear. We test the model and find agreement between our predictions and empirical results based on a large economics database spanning 20 years.,Luis A Nunes Amaral and Sergey V Buldyrev and Shlomo Havlin and Michael A Salinger and H Eugene Stanley,298,8048622055824300851,Physical Review Letters,7,1385,American Physical Society,Power law scaling for a system of interacting units with complex internal structure,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.80.1385,80,1998,/scholar?cites=8048622055824300851,Jo0G0c0AAAAJ:blknAaTinKkC

1002031,"We test whether the complexity of the cardiac interbeat interval time series is simply a consequence of the wide range of scales characterizing human behavior, especially physical activity, by analyzing data taken from healthy adult subjects under three conditions with controls:(i) a “constant routine” protocol where physical activity and postural changes are kept to a minimum,(ii) sympathetic blockade, and (iii) parasympathetic blockade. We find that when fluctuations in physical activity and other behavioral modifiers are minimized, a remarkable level of complexity of heartbeat dynamics remains, while for neuroautonomic blockade the multifractal complexity decreases.",Luís A Nunes Amaral and Plamen Ch Ivanov and Naoko Aoyagi and Ichiro Hidaka and Shinji Tomono and Ary L Goldberger and H Eugene Stanley and Yoshiharu Yamamoto,297,6194331274212732062,Physical review letters,26,6026,American Physical Society,Behavioral-independent features of complex heartbeat dynamics,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.86.6026,86,2001,/scholar?cites=6194331274212732062,Jo0G0c0AAAAJ:7PzlFSSx8tAC

