id,abstract,author,cites,cites_id,journal,number,pages,publisher,title,url,volume,year,citation_link,id_citations
1028010,"Iron-derived reactive oxygen species are involved in the pathogenesis of numerous vascular disorders. One abundant source of redox active iron is heme, which is inherently dangerous when it escapes from its physiologic sites. Here, we present a review of the nature of heme-mediated cytotoxicity and of the strategies by which endothelium manages to protect itself from this clear and present danger. Of all sites in the body, the endothelium may be at greatest risk of exposure to heme. Heme greatly potentiates endothelial cell killing mediated by leukocytes and other sources of reactive oxygen. Heme also promotes the conversion of low-density lipoprotein to cytotoxic oxidized products. Hemoglobin in plasma, when oxidized, transfers heme to endothelium and lipoprotein, thereby enhancing susceptibility to oxidant-mediated injury. As a defense against such stress, endothelial cells upregulate heme oxygenase-1 …",József Balla and Gregory M Vercellotti and Viktória Jeney and Akihiro Yachie and Zsuzsa Varga and Harry S Jacob and John W Eaton and György Balla,203,5435906836042213231,Antioxidants & redox signaling,12,2119-2138,"Mary Ann Liebert, Inc.","Heme, heme oxygenase, and ferritin: how the vascular endothelium survives (and dies) in an iron-rich environment",https://www.liebertpub.com/doi/abs/10.1089/ars.2007.1787,9,2007,/scholar?cites=5435906836042213231,ePh3FuQAAAAJ:ufrVoPGSRksC
1028011,"Objective— We investigated whether red cell infiltration of atheromatous lesions promotes the later stages of atherosclerosis.Methods and Results— We find that oxidation of ferro (FeII) hemoglobin in ruptured advanced lesions occurs generating ferri (FeIII) hemoglobin and via more extensive oxidation ferrylhemoglobin (FeIII/FeIV=O). The protein oxidation marker dityrosine accumulates in complicated lesions, accompanied by the formation of cross-linked hemoglobin, a hallmark of ferrylhemoglobin. Exposure of normal red cells to lipids derived from atheromatous lesions causes hemolysis and oxidation of liberated hemoglobin. In the interactions between hemoglobin and atheroma lipids, hemoglobin and heme promote further lipid oxidation and subsequently endothelial reactions such as upregulation of heme oxygenase-1 and cytotoxicity to endothelium. Oxidative scission of heme leads to release of iron …",Emoke Nagy and John W Eaton and Viktória Jeney and Miguel P Soares and Zsuzsa Varga and Zoltán Galajda and József Szentmiklósi and Gábor Méhes and Tamás Csonka and Ann Smith and Gregory M Vercellotti and Gyorgy Balla and József Balla,201,2275933659862915902,"Arteriosclerosis, thrombosis, and vascular biology",7,1347-1353,Lippincott Williams & Wilkins,"Red cells, hemoglobin, heme, iron, and atherogenesis",https://www.ahajournals.org/doi/abs/10.1161/atvbaha.110.206433,30,2010,/scholar?cites=2275933659862915902,ePh3FuQAAAAJ:ULOm3_A8WrAC
1028012,"ABCG2, a member of the ATP-binding cassette transporters has been identified as a protective pump against endogenous and exogenous toxic agents. ABCG2 was shown to be expressed at high levels in stem cells and variably regulated during cell differentiation. Here we demonstrate that functional ABCG2 is expressed in human monocyte-derived dendritic cells by the activation of a nuclear hormone receptor, PPARγ. We identified and characterized a 150-base pair long conserved enhancer region, containing three functional PPAR response elements (PPARE), upstream of the human ABCG2 gene. We confirmed the binding of the PPARγ·RXR heterodimer to this enhancer region, suggesting that PPARγ directly regulates the transcription of ABCG2. Consistent with these results, elevated expression of ABCG2 mRNA was coupled to enhanced protein production, resulting in increased xenobiotic extrusion …",Istvan Szatmari and György Vámosi and Peter Brazda and Balint L Balint and Szilvia Benko and Lajos Széles and Viktoria Jeney and Csilla Özvegy-Laczka and Attila Szántó and Endre Barta and József Balla and Balazs Sarkadi and Laszlo Nagy,196,14466587148894337019,Journal of Biological Chemistry,33,23812-23823,American Society for Biochemistry and Molecular Biology,Peroxisome proliferator-activated receptor γ-regulated ABCG2 expression confers cytoprotection to human dendritic cells,https://www.jbc.org/content/281/33/23812.short,281,2006,/scholar?cites=14466587148894337019,ePh3FuQAAAAJ:W7OEmFMy1HYC
1028013,"Malaria, the disease caused by Plasmodium infection, is endemic to poverty in so-called underdeveloped countries. Plasmodium falciparum, the main infectious Plasmodium species in sub-Saharan countries, can trigger the development of severe malaria, including cerebral malaria, a neurological syndrome that claims the lives of more than one million children (<5 years old) per year. Attempts to eradicate Plasmodium infection, and in particular its lethal outcomes, have so far been unsuccessful. Using well-established rodent models of malaria infection, we found that survival of a Plasmodium-infected host is strictly dependent on the host’s ability to up-regulate the expression of heme oxygenase-1 (HO-1 encoded by the gene Hmox1). HO-1 is a stress-responsive enzyme that catabolizes free heme into biliverdin, via a reaction that releases Fe and generates the gas carbon monoxide (CO). Generation of …",Ana Ferreira and József Balla and Viktória Jeney and György Balla and Miguel P Soares,195,3157581793093977133,,10,1097-1111,Springer-Verlag,A central role for free heme in the pathogenesis of severe malaria: the missing link?,https://link.springer.com/article/10.1007%252Fs00109-008-0368-5,86,2008,/scholar?cites=3157581793093977133,ePh3FuQAAAAJ:MXK_kJrjxJIC
1028014,"Low density lipoprotein (LDL), if it becomes oxidized, develops several unique properties including the capacity to provoke endothelial cytotoxicity via metal-catalyzed free radical-mediated mechanisms. As were previously have shown that iron-catalyzed oxidant injury to endothelial cells can be attenuated by the addition of exogenous iron chelators such as the lazaroids and deferoxamine, we have examined whether the endogenous iron chelator, ferritin, might provide protection from oxidized LDL. LDL oxidized by iron-containing hemin and H2O2 is toxic to endothelial cells in a time-and dose-dependent fashion. Endothelial cell ferritin content is increased by pretreatment of cells with iron compounds or by the direct addition of exogenous apoferritin; ferritin-loaded cells are markedly resistant to the toxicity caused by oxidized LDL. Iron inactivation by ferritin depends on its ferroxidase activity. When a recombinant …",Mark B Juckett and Jozsef Balla and Gyorgy Balla and Jose Jessurun and Harry S Jacob and Gregory M Vercellotti,176,8056271486548171807,The American journal of pathology,3,782,American Society for Investigative Pathology,Ferritin protects endothelial cells from oxidized low density lipoprotein in vitro.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1870976/,147,1995,/scholar?cites=8056271486548171807,ePh3FuQAAAAJ:Tyk-4Ss8FVUC
1028015,"Background: C.E.R.A., a continuous erythropoietin receptor activator, is in development to provide anemia correction and stable maintenance of hemoglobin (Hb) levels at extended administration intervals in patients with chronic kidney disease (CKD). This study examined its efficacy and safety when administered up to once monthly in patients who have CKD and are on dialysis and randomly convert directly from epoetin α or β one to three times weekly.Design, setting, participants, and measurements: In this three-arm, comparator-controlled, open-label, randomized, parallel-group, Phase III study, 572 dialysis patients (≥18 yr) who were receiving stable subcutaneous epoetin one to three times weekly were randomly assigned (1:1:1) to continue epoetin or to receive subcutaneous C.E.R.A. once monthly or twice monthly for 52 wk. Dosage was adjusted to maintain Hb ±1.0 g/dl of baseline level. Primary end point …",Wladyslaw Sulowicz and Francesco Locatelli and Jean-Philippe Ryckelynck and Jozsef Balla and Botond Csiky and Kevin Harris and Patricia Ehrhard and Ulrich Beyer,170,1655406634469950002,Clinical Journal of the American Society of Nephrology,4,637-646,American Society of Nephrology,Once-monthly subcutaneous CERA maintains stable hemoglobin control in patients with chronic kidney disease on dialysis and converted directly from epoetin one to three times weekly,https://cjasn.asnjournals.org/content/2/4/637.short,2,2007,/scholar?cites=1655406634469950002,ePh3FuQAAAAJ:0EnyYjriUFMC
1028016," Background. Despite the diversity of proposed theories, researchers are still unable to fully explain dietary compliance behaviours of dialysis patients. Dietary self-efficacy, a concept less studied in dialysis, has been linked to positive compliance outcomes in the chronic illness literature. Therefore, the aim of the present research was to determine how dietary self-efficacy is related to selected biochemical markers and self-reported behavioural outcomes in haemodialysis patients. Methods. 107 subjects participated in a cross-sectional study. Four questionnaires assessed dietary self-efficacy, compliance attitudes and behaviours, and staff–patient relationships. Laboratory outcomes were retrospectively obtained from patients’ medical records and averaged for the previous 6 months. Results. Of the behavioural measures, only dietary self-efficacy was associated with laboratory …",Miklos Zrinyi and Maria Juhasz and Jozsef Balla and Eva Katona and Thomas Ben and Gyorgy Kakuk and Denes Pall,166,11017356204151997089,Nephrology Dialysis Transplantation,9,1869-1873,Oxford University Press,Dietary self-efficacy: determinant of compliance behaviours and biochemical outcomes in haemodialysis patients,https://academic.oup.com/ndt/article-abstract/18/9/1869/1842053,18,2003,/scholar?cites=11017356204151997089,ePh3FuQAAAAJ:_FxGoFyzp5QC
1028017,"Iron-derived reactive oxygen species play an important role in the pathogenesis of various vascular disorders including vasculitis, atherosclerosis, and capillary leak syndromes such as the adult respiratory distress syndrome (ARDS). We have suggested that acute incorporation of the heme moiety of hemoglobin released from red blood cells into endothelium could provide catalytically active iron to the vasculature. Adaptation to chronic heme stress involves the induction of heme oxygenase and ferritin; the latter provides cytoprotection against free radicals in vitro. The present studies examine the bioavailability of heme, derived from hemoglobin, to induce heme oxygenase and ferritin in rat lungs in vivo. Intravenous injection of methemoglobin, but not oxyhemoglobin, increases total lung heme oxygenase mRNA approximately fivefold after 16 h. Accompanying this mRNA induction, expression of total lung heme …",JKNGB Balla and Karl A Nath and G Balla and MB Juckett and HS Jacob and GM Vercellotti,143,3902227620892391974,American Journal of Physiology-Lung Cellular and Molecular Physiology,2,L321-L327,,Endothelial cell heme oxygenase and ferritin induction in rat lung by hemoglobin in vivo,https://journals.physiology.org/doi/abs/10.1152/ajplung.1995.268.2.L321,268,1995,/scholar?cites=3902227620892391974,ePh3FuQAAAAJ:Y0pCki6q_DkC
1028018,"Iron‐derived reactive oxygen species are implicated in the pathogenesis of numerous vascular disorders including atherosclerosis, microangiopathic hemolytic anemia, vasculitis, and reperfusion injury. One abundant source of redox active iron is heme, which is inherently dangerous when released from intracellular heme proteins. The present review concerns the involvement of heme in vascular endothelial cell damage and the strategies used by endothelium to minimize such damage. Exposure of endothelium to heme greatly potentiates cell killing mediated by polymorphonuclear leukocytes and other sources of reactive oxygen. Free heme also promotes the conversion of low‐density lipoprotein (LDL) into cytotoxic oxidized products. Only because of its abundance, hemoglobin probably represents the most important potential source of heme within the vascular endothelium; hemoglobin in plasma, when …",József Balla and Gregory M Vercellotti and Viktória Jeney and Akihiro Yachie and Zsuzsa Varga and John W Eaton and György Balla,133,888813635926366674,Molecular nutrition & food research,11,1030-1043,WILEY‐VCH Verlag,"Heme, heme oxygenase and ferritin in vascular endothelial cell injury",https://onlinelibrary.wiley.com/doi/abs/10.1002/mnfr.200500076,49,2005,/scholar?cites=888813635926366674,ePh3FuQAAAAJ:UebtZRa9Y70C
1028019,"In previously reported in vitro studies, we found that heme, a physiologically widespread hydrophobic iron compound, can rapidly generate oxidized low-density lipoprotein (LDL), which then becomes cytotoxic to cultured vascular endothelial cells; both LDL oxidation and endothelial cytotoxicity were inhibited by incubation with exogenous alpha-tocopherol (vitamin E) or ascorbic acid (vitamin C). Seeking relevance to in vivo conditions, we performed a study in which 10 human volunteers were given daily antioxidant supplements of 800 IU of DL-alpha-tocopherol acetate alone or in combination with 1000 mg of ascorbic acid for 2 weeks. LDL resistance to heme oxidation ex vivo, as measured by the lag time for conjugated-diene formation, increased by as much as threefold from a mean +/- SD of 58 +/- 11 to 104 +/- 18 minutes (P < .001); LDL alpha-tocopherol increased from 11 +/- 2 to 26 +/- 6 molecules per LDL …",John D Belcher and Jozsef Balla and Gyorgy Balla and David R Jacobs Jr and Myron Gross and Harry S Jacob and Gregory M Vercellotti,133,9441283982623271748,Arteriosclerosis and Thrombosis: A Journal of Vascular Biology,12,1779-1789,,"Vitamin E, LDL, and endothelium. Brief oral vitamin supplementation prevents oxidized LDL-mediated vascular injury in vitro.",https://www.ahajournals.org/doi/abs/10.1161/01.atv.13.12.1779,13,1993,/scholar?cites=9441283982623271748,ePh3FuQAAAAJ:YsMSGLbcyi4C
1028020,"Multipotent mesenchymal stem cells (MSC) have become a popular and promising therapeutic approach in many clinical conditions. MSC are beneficial in animal models of acute kidney injury (AKI), by mediating differentiation-independent paracrine properties, and have prompted ongoing clinical trials to evaluate the safety and efficacy of MSC. Heme oxygenase-1 (HO-1) is induced in response to stress including AKI and has important anti-apoptotic, anti-inflammatory, and proangiogenic properties in these settings. We therefore examined whether HO-1 plays a role in the beneficial effects of MSC in AKI. We isolated MSC from bone marrow of age-matched HO-1+/+ and HO-1−/− mice. Our studies indicate that while differentiation of MSC into osteo- and adipocytic lineages did not differ between cells isolated from HO-1+/+ and HO-1−/− mice, MSC from HO-1−/− mice had significantly lower angiogenic potential …",Abolfazl Zarjou and Junghyun Kim and Amie M Traylor and Paul W Sanders and József Balla and Anupam Agarwal and Lisa M Curtis,129,3580928269019889405,American Journal of Physiology-Renal Physiology,1,F254-F262,American Physiological Society,Paracrine effects of mesenchymal stem cells in cisplatin-induced renal injury require heme oxygenase-1,https://journals.physiology.org/doi/abs/10.1152/ajprenal.00594.2010,300,2011,/scholar?cites=3580928269019889405,ePh3FuQAAAAJ:IWHjjKOFINEC
1028021,"Hemochromatosis is a known cause of osteoporosis, and iron overload has deleterious effects on bone. Although iron overload and its association with osteoporosis has long been recognized, the pathogenesis and exact role of iron have been undefined. Bone is an active tissue with constant remodeling capacity. Osteoblast (OB) development and maturation are under the influence of core binding factor α‐1 (CBF‐α1), which induces expression of OB‐specific genes, including alkaline phosphatase, an important enzyme in early osteogenesis, and osteocalcin, a noncollagenous protein deposited within the osteoid. This study investigates the mechanism by which iron inhibits human OB activity, which in vivo may lead to decreased mineralization, osteopenia, and osteoporosis. We demonstrate that iron‐provoked inhibition of OB activity is mediated by ferritin and its ferroxidase activity. We confirm this notion by using …",Abolfazl Zarjou and Viktoria Jeney and Paolo Arosio and Maura Poli and Erzsébet Zavaczki and György Balla and Jozsef Balla,129,4727296148971010895,Journal of Bone and Mineral Research,1,164-172,"Wiley Subscription Services, Inc., A Wiley Company",Ferritin ferroxidase activity: a potent inhibitor of osteogenesis,https://asbmr.onlinelibrary.wiley.com/doi/abs/10.1359/jbmr.091002,25,2010,/scholar?cites=4727296148971010895,ePh3FuQAAAAJ:qxL8FJ1GzNcC
1028022,"Iron-derived reactive oxygen species (ROS) are implicated in the pathogenesis of numerous vascular disorders including atherosclerosis, microangiopathic haemolytic anaemia, vasculitis and reperfusion injury. One abundant source of redox-active iron is haem, which is inherently dangerous when released from intracellular haem proteins. The present review concerns the likely involvement of haem in vascular endothelial cell damage and the strategies used by endothelium to minimize such damage. Exposure of endothelial cells to haem greatly potentiates cell killing mediated by polymorphonuclear leukocytes and other sources of ROS. Free haem also promotes the conversion of low-density lipoprotein to cytotoxic oxidized products. If only because of its abundance, haemoglobin probably represents the most important potential source of haem within the vascular endothelium; free haemoglobin in plasma …",József Balla and Gregory M Vercellotti and Karl Nath and Akihiro Yachie and Emőke Nagy and John W Eaton and György Balla,119,17250929301439150712,Nephrology Dialysis Transplantation,suppl_5,v8-v12,Oxford University Press,"Haem, haem oxygenase and ferritin in vascular endothelial cell injury",https://academic.oup.com/ndt/article-abstract/18/suppl_5/v8/1889506,18,2003,/scholar?cites=17250929301439150712,ePh3FuQAAAAJ:roLk4NBRz8UC
1028023,"Ferritin plays a central role in iron metabolism and is made of 24 subunits of 2 types: heavy chain and light chain. The ferritin heavy chain (FtH) has ferroxidase activity that is required for iron incorporation and limiting toxicity. The purpose of this study was to investigate the role of FtH in acute kidney injury (AKI) and renal iron handling by using proximal tubule–specific FtH-knockout mice (FtHPT–/– mice). FtHPT–/– mice had significant mortality, worse structural and functional renal injury, and increased levels of apoptosis in rhabdomyolysis and cisplatin-induced AKI, despite significantly higher expression of heme oxygenase-1, an antioxidant and cytoprotective enzyme. While expression of divalent metal transporter-1 was unaffected, expression of ferroportin (FPN) was significantly lower under both basal and rhabdomyolysis-induced AKI in FtHPT–/– mice. Apical localization of FPN was disrupted after AKI to a …",Abolfazl Zarjou and Subhashini Bolisetty and Reny Joseph and Amie Traylor and Eugene O Apostolov and Paolo Arosio and Jozsef Balla and Jill Verlander and Deepak Darshan and Lukas C Kuhn and Anupam Agarwal,109,4362628415861210117,The Journal of clinical investigation,10,4423-4434,American Society for Clinical Investigation,Proximal tubule H-ferritin mediates iron trafficking in acute kidney injury,https://www.jci.org/articles/view/67867,123,2013,/scholar?cites=4362628415861210117,ePh3FuQAAAAJ:Mojj43d5GZwC
