id,abstract,author,cites,cites_id,journal,number,pages,publisher,title,url,volume,year,citation_link,id_citations
1007006,"Denaturing gradient gel electrophoresis (DGGE) of PCR-amplified 16S rDNA fragments was used to explore the genetic diversity of hydrothermal vent microbial communities, specifically to determine the importance of sulfur-oxidizing bacteria therein. DGGE analysis of two different hydrothermal vent samples revealed one PCR band for one sample and three PCR bands for the other sample, which probably correspond to the dominant bacterial populations in these communities. Three of the four 16S rDNA fragments were sequenced. By comparison with 16S rRNA sequences of the Ribosomal Database Project, two of the DGGE-separated fragments were assigned to the genusThiomicrospira. To identify these ‘phylotypes’ in more detail, a phylogenetic framework was created by determining the nearly complete 16S rRNA gene sequence (approx. 1500 nucleotides) from three describedThiomicrospira …",Gerard Muyzer and Andreas Teske and Carl O Wirsen and Holger W Jannasch,1197,12157081586622845898,Archives of Microbiology,3,165-172,Springer-Verlag,Phylogenetic relationships ofThiomicrospira species and their identification in deep-sea hydrothermal vent samples by denaturing gradient gel electrophoresis of 16S rDNA fragments,https://link.springer.com/article/10.1007/BF02529967,164,1995,/scholar?cites=12157081586622845898,WQdUeIgAAAAJ:2osOgNQ5qMEC

1007007,"From recent research it has become clear that at least two different possibilities for anaerobic ammonium oxidation exist in nature. ‘Aerobic’ ammonium oxidizers like Nitrosomonas eutropha were observed to reduce nitrite or nitrogen dioxide with hydroxylamine or ammonium as electron donor under anoxic conditions. The maximum rate for anaerobic ammonium oxidation was about 2 nmol NH+4 min−1 (mg protein)−1 using nitrogen dioxide as electron acceptor. This reaction, which may involve NO as an intermediate, is thought to generate energy sufficient for survival under anoxic conditions, but not for growth. A novel obligately anaerobic ammonium oxidation (Anammox) process was recently discovered in a denitrifying pilot plant reactor. From this system, a highly enriched microbial community with one dominating peculiar autotrophic organism was obtained. With nitrite as electron acceptor a maximum …",Mike SM Jetten and Marc Strous and Katinka T Van de Pas-Schoonen and Jos Schalk and Udo GJM van Dongen and Astrid A van de Graaf and Susanne Logemann and Gerard Muyzer and Mark CM van Loosdrecht and J Gijs Kuenen,1184,594467755233294396,FEMS Microbiology reviews,5,421-437,Blackwell Publishing Ltd,The anaerobic oxidation of ammonium,https://academic.oup.com/femsre/article-abstract/22/5/421/497232,22,1998,/scholar?cites=594467755233294396,WQdUeIgAAAAJ:IjCSPb-OGe4C

1007008,"Denaturing gradient gel electrophoresis (DGGE) of PCR-amplified 16S rRNA gene segments was used to profile microbial populations inhabiting different temperature regions in the microbial mat community of Octopus Spring, Yellowstone National Park. DGGE allowed a rapid evaluation of the distributions of amplifiable sequence types. Profiles were essentially identical within regions of the mat defined by one temperature range but varied between sites with different temperature ranges. Individual DGGE bands were sequenced, and the sequences were compared with those previously obtained from the mat by cloning and from cultivated Octopus Spring isolates. Two known cyanobacterial populations and one known green nonsulfur bacterium-like population were detected by DGGE, as were many new cyanobacterial and green nonsulfur and green sulfur bacterium-like populations and a novel bacterial …",MJ Ferris and Gerad Muyzer and DM Ward,1165,6408797639544608508,Applied and environmental microbiology,2,340-346,American Society for Microbiology,Denaturing gradient gel electrophoresis profiles of 16S rRNA-defined populations inhabiting a hot spring microbial mat community.,https://aem.asm.org/content/62/2/340.short,62,1996,/scholar?cites=6408797639544608508,WQdUeIgAAAAJ:qjMakFHDy7sC

1007009,"CiNii 国立情報学研究所 学術情報ナビゲータ[サイニィ]. メニュー 検索 … 
",Gerard Muyzer,939,3163021968291824394,Molecular microbial ecology manual. 3.4. 4,,,Kluwer academic publishers,Denaturing gradient gel electrophoresis (DGGE) in microbial ecology,https://ci.nii.ac.jp/naid/10015441721/,,1998,/scholar?cites=3163021968291824394,WQdUeIgAAAAJ:zYLM7Y9cAGgC

1007010,"The application of concrete is rapidly increasing worldwide and therefore the development of sustainable concrete is urgently needed for environmental reasons. As presently about 7% of the total anthropogenic atmospheric CO2 emission is due to cement production, mechanisms that would contribute to a longer service life of concrete structures would make the material not only more durable but also more sustainable. One such mechanism that receives increasing attention in recent years is the ability for self-repair, i.e. the autonomous healing of cracks in concrete. In this study we investigated the potential of bacteria to act as self-healing agent in concrete, i.e. their ability to repair occurring cracks. A specific group of alkali-resistant spore-forming bacteria related to the genus Bacillus was selected for this purpose. Bacterial spores directly added to the cement paste mixture remained viable for a period up to 4 …",Henk M Jonkers and Arjan Thijssen and Gerard Muyzer and Oguzhan Copuroglu and Erik Schlangen,918,12581032144950533010,Ecological engineering,2,230-235,Elsevier,Application of bacteria as self-healing agent for the development of sustainable concrete,https://www.sciencedirect.com/science/article/pii/S0925857409000202,36,2010,/scholar?cites=12581032144950533010,WQdUeIgAAAAJ:GnPB-g6toBAC

1007011,"CiNii 国立情報学研究所 学術情報ナビゲータ[サイニィ]. メニュー 検索 … 
",G Muyzer,558,3272568613241362065,Molecular microbial ecology manual,,,Kluwer Academic Publishing,Denaturing gradient gel electrophoresis of PCR-amplified 16S rDNA. A new molecular approach to analyze the genetic diversity of mixed microbial communities,https://ci.nii.ac.jp/naid/10019340628/,,1996,/scholar?cites=3272568613241362065,WQdUeIgAAAAJ:zGdJYJv2LkUC

1007012,"The microbial assemblages of Lake Cisó and Lake Vilar (Banyoles, northeast Spain) were analyzed in space and time by microscopy and by performing PCR-denaturing gradient gel electrophoresis (DGGE) and sequence analysis of 16S rRNA gene fragments. Samples obtained from different water depths and at two different times of the year (in the winter during holomixis and in the early spring during a phytoplankton bloom) were analyzed. Although the lakes have the same climatic conditions and the same water source, the limnological parameters were different, as were most of the morphologically distinguishable photosynthetic bacteria enumerated by microscopy. The phylogenetic affiliations of the predominant DGGE bands were inferred by performing a comparative 16S rRNA sequence analysis. Sequences obtained from Lake Cisó samples were related to gram-positive bacteria and to members of the …",Emilio O Casamayor and Hendrik Schäfer and Lluis Bañeras and Carlos Pedrós-Alió and Gerard Muyzer,526,15982838252902860273,Applied and environmental microbiology,2,499-508,American Society for Microbiology,Identification of and spatio-temporal differences between microbial assemblages from two neighboring sulfurous lakes: comparison by microscopy and denaturing gradient gel …,https://aem.asm.org/content/66/2/499.short,66,2000,/scholar?cites=15982838252902860273,WQdUeIgAAAAJ:W7OEmFMy1HYC

1007013,"The sulfate-reducing bacterial populations of a stratified marine water column, Mariager Fjord, Denmark, were investigated by molecular and culture-dependent approaches in parallel. Denaturing gradient gel electrophoresis (DGGE) of PCR-amplified 16S rRNA and DNA encoding rRNA (rDNA) isolated from the water column indicated specific bacterial populations in different water column layers and revealed a highly differentiated pattern of rRNA- and rDNA-derived PCR amplificates, probably reflecting active and resting bacterial populations. Hybridization of DGGE patterns with rRNA probes indicated the increased presence and activity (by at least 1 order of magnitude) of sulfate-reducing bacteria within and below the chemocline. Parallel to this molecular approach, an approach involving most-probable-number (MPN) counts was used, and it found a similar distribution of cultivable sulfate-reducing bacteria in …",Andreas Teske and Cathrin Wawer and Gerard Muyzer and Niels B Ramsing,505,18191310528686932382,Applied and Environmental Microbiology,4,1405-1415,American Society for Microbiology,"Distribution of sulfate-reducing bacteria in a stratified fjord (Mariager Fjord, Denmark) as evaluated by most-probable-number counts and denaturing gradient gel …",https://aem.asm.org/content/62/4/1405.short,62,1996,/scholar?cites=18191310528686932382,WQdUeIgAAAAJ:Tyk-4Ss8FVUC

1007014,"The potential of terminal-restriction fragment length polymorphism (T-RFLP) and the detection of operational taxonomic units (OTUs) by capillary electrophoresis (CE) to characterize marine bacterioplankton communities was compared with that of denaturing gradient gel electrophoresis (DGGE). A protocol has been developed to optimize the separation and detection of OTUs between 20 and 1,632 bp by using CE and laser-induced fluorescence detection. Additionally, we compared T-RFLP fingerprinting to DGGE optimized for detection of less abundant OTUs. Similar results were obtained with both fingerprinting techniques, although the T-RFLP approach and CE detection of OTUs was more sensitive, as indicated by the higher number of OTUs detected. We tested the T-RFLP fingerprinting technique on complex marine bacterial communities by using the 16S rRNA gene and 16S rRNA as templates for PCR …",Markus M Moeseneder and Jesús M Arrieta and Gerard Muyzer and Christian Winter and Gerhard J Herndl,462,137423895219607059,Applied and environmental microbiology,8,3518-3525,American Society for Microbiology,Optimization of terminal-restriction fragment length polymorphism analysis for complex marine bacterioplankton communities and comparison with denaturing gradient gel …,https://aem.asm.org/content/65/8/3518.short,65,1999,/scholar?cites=137423895219607059,WQdUeIgAAAAJ:YsMSGLbcyi4C

1007015,"In a membrane bioreactor (MBR), fast growth of anammox bacteria was achieved with a sludge residence time (SRT) of 12 days. This relatively short SRT resulted in a—for anammox bacteria—unprecedented purity of the enrichment of 97.6%. The absence of a selective pressure for settling, and dedicated cultivation conditions led to growth in suspension as free cells and the complete absence of flocs or granules. Fast growth, low levels of calcium and magnesium, and possibly the presence of yeast extract and a low shear stress are critical for the obtainment of a completely suspended culture consisting of free anammox cells. During cultivation, a population shift was observed from Candidatus “Brocadia” to Candidatus “Kuenenia stuttgartiensis.” It is hypothesized that the reason for this shift is the higher affinity for nitrite of “Kuenenia.” The production of anammox bacteria in suspension with high purity and …",Wouter RL Van Der Star and Andreea I Miclea and Udo GJM Van Dongen and Gerard Muyzer and Cristian Picioreanu and Mark CM Van Loosdrecht,456,10943098393113765672,Biotechnology and bioengineering,2,286-294,"Wiley Subscription Services, Inc., A Wiley Company",The membrane bioreactor: a novel tool to grow anammox bacteria as free cells,https://onlinelibrary.wiley.com/doi/abs/10.1002/bit.21891,101,2008,/scholar?cites=10943098393113765672,WQdUeIgAAAAJ:9ZlFYXVOiuMC

1007016,"Genetic fingerprinting techniques are excellently suited to comparison of large numbers of samples. Genetic fingerprinting of microbial communities provides banding patterns or profiles that reflect the genetic diversity of the community. Denaturing gradient gel electrophoresis (DGGE) of PCRamplified gene fragments is one of the genetic fingerprinting techniques used in microbial ecology. In DGGE, similar-sized DNA fragments are separated in a gradient of DNA denaturants according to differences in sequence. A variant of DGGE, temperature gradient gel electrophoresis (TGGE), makes use of a temperature gradient to separate gene fragments. DGGE is relatively easy to perform and is especially suited to the analysis of multiple samples. Since its introduction into microbial ecology, it has been adapted in many laboratories as a convenient tool for the assessment of microbial diversity in …",Hendrik Schäfer and Gerard Muyzer,379,8993892216945955456,,,425-468,Academic Press,Denaturing gradient gel electrophoresis in marine microbial ecology,https://www.sciencedirect.com/science/article/pii/S0580951701300570,30,2001,/scholar?cites=8993892216945955456,WQdUeIgAAAAJ:WF5omc3nYNoC

1007017,"We quantified the diversity of oxygenic phototrophic microorganisms present in eight hypersaline microbial mats on the basis of three cultivation-independent approaches. Morphological diversity was studied by microscopy. The diversity of carotenoids was examined by extraction from mat samples and high-pressure liquid chromatography analysis. The diversity of 16S rRNA genes from oxygenic phototrophic microorganisms was investigated by extraction of total DNA from mat samples, amplification of 16S rRNA gene segments from cyanobacteria and plastids of eukaryotic algae by phylum-specific PCR, and sequence-dependent separation of amplification products by denaturing-gradient gel electrophoresis. A numerical approach was introduced to correct for crowding the results of chromatographic and electrophoretic analyses. Diversity estimates typically varied up to twofold among mats. The congruence of …",Ulrich Nübel and Ferran Garcia-Pichel and Michael Kühl and Gerard Muyzer,331,8350864405477949051,Applied and Environmental Microbiology,2,422-430,American Society for Microbiology,"Quantifying microbial diversity: morphotypes, 16S rRNA genes, and carotenoids of oxygenic phototrophs in microbial mats",https://aem.asm.org/content/65/2/422.short,65,1999,/scholar?cites=8350864405477949051,WQdUeIgAAAAJ:eQOLeE2rZwMC

1007018,"We describe the combined application of microsensors and molecular techniques to investigate the development of sulfate reduction and of sulfate-reducing bacterial populations in an aerobic bacterial biofilm. Microsensor measurements for oxygen showed that anaerobic zones developed in the biofilm within 1 week and that oxygen was depleted in the top 200 to 400 μm during all stages of biofilm development. Sulfate reduction was first detected after 6 weeks of growth, although favorable conditions for growth of sulfate-reducing bacteria (SRB) were present from the first week. In situ hybridization with a 16S rRNA probe for SRB revealed that sulfate reducers were present in high numbers (approximately 108 SRB/ml) in all stages of development, both in the oxic and anoxic zones of the biofilm. Denaturing gradient gel electrophoresis (DGGE) showed that the genetic diversity of the microbial community increased …",Cecilia M Santegoeds and Timothy G Ferdelman and Gerard Muyzer and Dirk de Beer,326,9580421977988754634,Applied and Environmental Microbiology,10,3731-3739,American Society for Microbiology,Structural and functional dynamics of sulfate-reducing populations in bacterial biofilms,https://aem.asm.org/content/64/10/3731.short,64,1998,/scholar?cites=9580421977988754634,WQdUeIgAAAAJ:ufrVoPGSRksC

1007019,"Polyhydroxyalkanoates (PHAs) are microbial storage polymers that attract interest as bioplastics. PHAs can be produced with open mixed cultures if a suitable enrichment step based on the ecological role of PHA is used. An acetate-fed sequencing batch reactor operated with 1 day biomass residence time and with feast−famine cycles of 12 h was used to enrich a mixed culture of PHA producers. In subsequent fed-batch experiments under growth limiting conditions, the enriched mixed culture produced PHA up to a cellular content of 89 wt % within 7.6 h (average rate of 1.2 g/g/h). The PHA produced from acetate was the homopolymer polyhydroxybutyrate. The culture was dominated by a Gammaproteobacterium that showed little similarity on 16S rRNA level with known bacteria (<90% sequence similarity). The mixed culture process for PHA production does not require aseptic conditions. Waste streams rather …",Katja Johnson and Yang Jiang and Robbert Kleerebezem and Gerard Muyzer and Mark CM van Loosdrecht,318,8885775314359770587,Biomacromolecules,4,670-676,American Chemical Society,Enrichment of a mixed bacterial culture with a high polyhydroxyalkanoate storage capacity,https://pubs.acs.org/doi/abs/10.1021/bm8013796,10,2009,/scholar?cites=8885775314359770587,WQdUeIgAAAAJ:isC4tDSrTZIC

1007020," We examined the morphology, physiology, and 16S rRNA gene sequences of three culture collection strains and of ten novel isolates of unicellular cyanobacteria from hypersaline environments. The strains were morphologically diverse, with average cell widths ranging from 2.8 to 10.3 μm. There were single-celled, colonial, and baeocyte-forming strains. However, morphological traits were markedly variable with culture conditions. In contrast, all strains displayed extreme halotolerance (growing close to optimally at above 12% salinity); all were obligately marine, euryhaline, and moderately thermophilic; and all shared a suite of chemotaxonomic markers including phycobilins, carotenoids, and mycosporine-like amino acids. 16S rRNA gene sequence analysis indicated that the strains were related to each other. Sequence similarity analysis placed the strains in a monophyletic cluster (which we named the …",Ferran Garcia-Pichel and Ulrich Nübel and Gerard Muyzer,295,8119428219844507822,Archives of Microbiology,6,469-482,Springer-Verlag,"The phylogeny of unicellular, extremely halotolerant cyanobacteria",https://link.springer.com/article/10.1007/s002030050599,169,1998,/scholar?cites=8119428219844507822,WQdUeIgAAAAJ:_FxGoFyzp5QC

1007021,A mesocosm experiment was performed to study the influence of nutrients on activity and diversity of bacterial assemblages from the Mediterranean Sea. Changes in the diversity of the predominant bacterial populations were monitored by DGGE fingerprinting of PCR products derived from 16S rRNA encoding genes. Fluctuations in the diversity of the most active populations was inferred by performing the DGGE fingerprinting on the basis of the cellular rRNA after reverse transcription and PCR amplification. DNA-derived DGGE patterns obtained from duplicate control and nutrient-enriched mesocosms showed differences in the development of the bacterial communities between control and nutrient-enriched experimental mesocosms. Multidimensional scaling analysis of the DNA-derived DGGE fingerprints indicated that duplicate treatments were reproducible. DNA- and RNA-derived DGGE fingerprints of …,Hendrik Schä and Laetitia Bernard and Claude Courties and Philippe Lebaron and Pierre Servais and Rüdiger Pukall and Erko Stackebrandt and Marc Troussellier and Guindulain Teresa and Josep Vives-Rego and Gerard Muyzer,270,17956627938293091294,FEMS Microbiology Ecology,3,243-253,Blackwell Publishing Ltd,Microbial community dynamics in Mediterranean nutrient-enriched seawater mesocosms: changes in the genetic diversity of bacterial populations,https://academic.oup.com/femsec/article-abstract/34/3/243/621744,34,2001,/scholar?cites=17956627938293091294,WQdUeIgAAAAJ:5nxA0vEk-isC

1007022,"Some aspects of inorganic nitrogen conversion by microorganisms like N2O emission and hydroxylamine metabolism studied by Beijerinck and Kluyver, founders of the Delft School of Microbiology, are still actual today. In the Kluyver Laboratory for Biotechnology, microbial conversion of nitrogen compounds is still a central research theme. In recent years a range of new microbial processes and process technological applications have been studied. This paper gives a review of these developments including, aerobic denitrification, anaerobic ammonium oxidation, heterotrophic nitrification, and formation of intermediates (NO2-, NO, N2O), as well as the way these processes are controlled at the genetic and enzyme level.",Mike SM Jetten and Susanne Logemann and Gerard Muyzer and Lesley A Robertson and Simon de Vries and Mark CM van Loosdrecht and J Gijs Kuenen,262,17197206580025771456,Antonie van Leeuwenhoek,1-2,75-93,Kluwer Academic Publishers,Novel principles in the microbial conversion of nitrogen compounds,https://link.springer.com/article/10.1023/A:1000150219937,71,1997,/scholar?cites=17197206580025771456,WQdUeIgAAAAJ:Se3iqnhoufwC

1007023,"The ability of denaturing gradient gel electrophoresis (DGGE) technique to resolve 16S rDNA products generated from two different collections of bacteria using universal 16S primers was investigated. Alignments of 16S rDNA sequences of known species of rhizobia and methanotrophs were performed in order to determine the genetic variations within a 200 bp product obtained with PCR primers which amplify the 16S rRNA encoding genes from Eubacteria. Theoretical DNA melting curves were obtained with the Melt87 program and found to correlate with the ability to resolve fragments by DGGE. In the case of the rhizobia, the inability of DGGE analysis to resolve the PCR products from closely related species was in accordance with the low polymorphism observed amongst the sequences in the amplified area. In the case of the methanotrophs, the PCR products were surprisingly difficult to resolve given the …",Tatiana Vallaeys and Edward Topp and Gerard Muyzer and Valérie Macheret and Gisèle Laguerre and Annabel Rigaud and Guy Soulas,251,7864371423236030435,FEMS Microbiology Ecology,3,279-285,Blackwell Publishing Ltd,Evaluation of denaturing gradient gel electrophoresis in the detection of 16S rDNA sequence variation in rhizobia and methanotrophs,https://academic.oup.com/femsec/article-abstract/24/3/279/459456,24,1997,/scholar?cites=7864371423236030435,WQdUeIgAAAAJ:LkGwnXOMwfcC

1007024,"We examine co‐occurrence patterns of microorganisms to evaluate community assembly “rules.” We use methods previously applied to macroorganisms, both to evaluate their applicability to microorganisms and to allow comparison of co‐occurrence patterns observed in microorganisms to those found in macroorganisms. We use a null model analysis of 124 incidence matrices from microbial communities, including bacteria, archaea, fungi, and algae, and we compare these results to previously published findings from a meta‐analysis of almost 100 macroorganism data sets. We show that assemblages of microorganisms demonstrate nonrandom patterns of co‐occurrence that are broadly similar to those found in assemblages of macroorganisms. These results suggest that some taxon co‐occurrence patterns may be general characteristics of communities of organisms from all domains of life. We also find that co …",M Claire Horner-Devine and Jessica M Silver and Mathew A Leibold and Brendan JM Bohannan and Robert K Colwell and Jed A Fuhrman and Jessica L Green and Cheryl R Kuske and Jennifer BH Martiny and Gerard Muyzer and Lise Øvreås and Anna-Louise Reysenbach and Val H Smith,250,1466496897952410059,Ecology,6,1345-1353,Ecological Society of America,A comparison of taxon co‐occurrence patterns for macro‐and microorganisms,https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/06-0286,88,2007,/scholar?cites=1466496897952410059,WQdUeIgAAAAJ:hC7cP41nSMkC

1007025,"The 18S ribosomal DNA molecular phylogeny and lipid composition of over 120 marine diatoms showed that the capability to biosynthesize highly branched isoprenoid (HBI) alkenes is restricted to two specific phylogenetic clusters, which independently evolved in centric and pennate diatoms. The molecular record of C25 HBI chemical fossils in a large suite of well-dated marine sediments and petroleum revealed that the older cluster, composed of rhizosolenid diatoms, evolved 91.5 ± 1.5 million years ago (Upper Turonian), enabling an accurate dating of the pace of diatom evolution that is unprecedented. The rapid rise of the rhizosolenid diatoms probably resulted from a major reorganization of the nutrient budget in the mid-Cretaceous oceans, triggered by plate tectonics.",Jaap S Sinninghe Damsté and Gerard Muyzer and Ben Abbas and Sebastiaan W Rampen and Guillaume Massé and W Guy Allard and Simon T Belt and Jean-Michel Robert and Steven J Rowland and J Michael Moldowan and Silvana M Barbanti and Frederick J Fago and Peter Denisevich and Jeremy Dahl and Luiz AF Trindade and Stefan Schouten,247,17572016851914652531,Science,5670,584-587,American Association for the Advancement of Science,The rise of the rhizosolenid diatoms,https://science.sciencemag.org/content/304/5670/584.abstract,304,2004,/scholar?cites=17572016851914652531,WQdUeIgAAAAJ:KlAtU1dfN6UC

1007026,"Nitrite-oxidizing bacteria (NOB) catalyze the second step of nitrification, a major process of the biogeochemical nitrogen cycle, but the recognized diversity of this guild is surprisingly low and only two bacterial phyla contain known NOB. Here, we report on the discovery of a chemolithoautotrophic nitrite oxidizer that belongs to the widespread phylum Chloroflexi not previously known to contain any nitrifying organism. This organism, named Nitrolancetus hollandicus, was isolated from a nitrifying reactor. Its tolerance to a broad temperature range (25–63 C) and low affinity for nitrite (K s= 1 m M), a complex layered cell envelope that stains Gram positive, and uncommon membrane lipids composed of 1, 2-diols distinguish N. hollandicus from all other known nitrite oxidizers. N. hollandicus grows on nitrite and CO 2, and is able to use formate as a source of energy and carbon. Genome sequencing and analysis of N …",Dimitry Y Sorokin and Sebastian Lücker and Dana Vejmelkova and Nadezhda A Kostrikina and Robbert Kleerebezem and W Irene C Rijpstra and Jaap S Sinninghe Damsté and Denis Le Paslier and Gerard Muyzer and Michael Wagner and Mark CM Van Loosdrecht and Holger Daims,240,10083995352991076846,The ISME journal,12,2245-2256,Nature Publishing Group,"Nitrification expanded: discovery, physiology and genomics of a nitrite-oxidizing bacterium from the phylum Chloroflexi",https://www.nature.com/articles/ismej201270/,6,2012,/scholar?cites=10083995352991076846,WQdUeIgAAAAJ:j8SEvjWlNXcC

1007027,"Medieval wall paintings are often affected by biodecay. An inventory of the existing microorganisms associated with the damage to the paintings is not yet an integral part of the restoration process. This stems from the lack of effective means for such a stocktaking. Nevertheless, fungi and bacteria cause severe damage through mechanical processes from growth into the painting and its grounding and through their metabolism. Detailed information on the bacterial colonization of ancient wall paintings is essential for the protection of the paintings. We used a molecular approach based on the detection and identification of DNA sequences encoding rRNA (rDNA) to identify bacteria present on an ancient wall painting without prior cultivation of the organisms, since it has been shown that most of these bacteria cannot be cultivated under laboratory conditions. To trace the noncultivated fraction of bacteria, total DNA from …",S Rölleke and Gerard Muyzer and Cathrin Wawer and Gerhard Wanner and Werner Lubitz,240,9394701931595630402,Applied and Environmental Microbiology,6,2059-2065,American Society for Microbiology,Identification of bacteria in a biodegraded wall painting by denaturing gradient gel electrophoresis of PCR-amplified gene fragments coding for 16S rRNA.,https://aem.asm.org/content/62/6/2059.short,62,1996,/scholar?cites=9394701931595630402,WQdUeIgAAAAJ:roLk4NBRz8UC

