id,abstract,author,cites,cites_id,journal,number,pages,publisher,title,url,volume,year,citation_link,id_citations

1006005,"Geant4 is a software toolkit for the simulation of the passage of particles through matter. It is used by a large number of experiments and projects in a variety of application domains, including high energy physics, astrophysics and space science, medical physics and radiation protection. Over the past several years, major changes have been made to the toolkit in order to accommodate the needs of these user communities, and to efficiently exploit the growth of computing power made available by advances in technology. The adaptation of Geant4 to multithreading, advances in physics, detector modeling and visualization, extensions to the toolkit, including biasing and reverse Monte Carlo, and tools for physics and release validation are discussed here.",J Allison and Katsuya Amako and J Apostolakis and Pedro Arce and M Asai and T Aso and E Bagli and A Bagulya and S Banerjee and G Barrand and BR Beck and AG Bogdanov and D Brandt and JMC Brown and H Burkhardt and Ph Canal and D Cano-Ott and S Chauvie and K Cho and GAP Cirrone and G Cooperman and MA Cortés-Giraldo and G Cosmo and G Cuttone and G Depaola and L Desorgher and X Dong and A Dotti and VD Elvira and G Folger and Z Francis and A Galoyan and L Garnier and M Gayer and KL Genser and VM Grichine and S Guatelli and P Guèye and P Gumplinger and Alexander S Howard and I Hřivnáčová and S Hwang and S Incerti and A Ivanchenko and VN Ivanchenko and FW Jones and SY Jun and P Kaitaniemi and N Karakatsanis and M Karamitros and M Kelsey and A Kimura and T Koi and H Kurashige and A Lechner and SB Lee and F Longo and M Maire and D Mancusi and A Mantero and E Mendoza and B Morgan and K Murakami and T Nikitina and L Pandola and P Paprocki and J Perl and I Petrović and MG Pia and W Pokorski and JM Quesada and M Raine and MA Reis and A Ribon and A Ristić Fira and F Romano and G Russo and G Santin and T Sasaki and D Sawkey and JI Shin and II Strakovsky and A Taborda and S Tanaka and B Tomé and T Toshito and HN Tran and PR Truscott and L Urban and V Uzhinsky and JM Verbeke and M Verderi and BL Wendt and H Wenzel and DH Wright and DM Wright and T Yamashita and J Yarba and H Yoshida,1564,4524918001743123147,"Nuclear Instruments and Methods in Physics Research Section A: Accelerators, Spectrometers, Detectors and Associated Equipment",,186-225,North-Holland,Recent developments in Geant4,https://www.sciencedirect.com/science/article/pii/S0168900216306957,835,2016,/scholar?cites=4524918001743123147,h1AqFSwAAAAJ:Tiz5es2fbqcC

1006006,"Initial results are presented from CHOOZ 1, a long-baseline reactor-neutrino vacuum-oscillation experiment. The data reported here were taken during the period March to October 1997, when the two reactors ran at combined power levels varying from zero to values approaching their full rated power of 8.5 GW (thermal). Electron antineutrinos from the reactors were detected by a liquid scintillation calorimeter located at a distance of about 1 km. The detector was constructed in a tunnel protected from cosmic rays by a 300 MWE rock overburden. This massive shielding strongly reduced potentially troublesome backgrounds due to cosmic-ray muons, leading to a background rate of about one event per day, more than an order of magnitude smaller than the observed neutrino signal. From the statistical agreement between detected and expected neutrino event rates, we find (at 90% confidence level) no evidence for …",M Apollonio and A Baldini and C Bemporad and E Caffau and Fabrizio Cei and Y Declais and H De Kerret and B Dieterle and A Etenko and J George and G Giannini and M Grassi and Y Kozlov and W Kropp and D Kryn and M Laiman and CE Lane and B Lefievre and I Machulin and A Martemyanov and V Martemyanov and L Mikaelyan and Donato Nicolo and M Obolensky and R Pazzi and G Pieri and L Price and S Riley and R Reeder and A Sabelnikov and G Santin and M Skorokhvatov and H Sobel and J Steele and R Steinberg and S Sukhotin and S Tomshaw and D Veron and V Vyrodov,1219,11374706928682893912,Physics Letters B,3-4,397-404,North-Holland,Initial results from the CHOOZ long baseline reactor neutrino oscillation experiment,https://www.sciencedirect.com/science/article/pii/S0370269397014767,420,1998,/scholar?cites=11374706928682893912,h1AqFSwAAAAJ:OU6Ihb5iCvQC

1006007,"GATE, the Geant4 application for tomographic emission, is a simulation platform developed for PET and SPECT. It combines a powerful simulation core, the Geant4 toolkit, with newly developed software components dedicated to nuclear medicine. In particular, it models the passing of time during real acquisitions, allowing it to handle dynamic systems such as decaying source distributions or moving detectors. We present several series of results that illustrate the possibilities of this new platform. The simulation of decaying sources is illustrated on a dual-isotope acquisition with multiple time-frames. Count rate curves taking into account random coincidences and dead-time are shown for a dual-crystal setup and for a small-animal PET scanner configuration. Simulated resolution curves and reconstructed images are shown for rotating PET scanners. Lastly, we present first comparisons of simulated point-spread …",G Santin and D Strul and Delphine Lazaro and L Simon and M Krieguer and M Vieira Martins and Vincent Breton and C Morel,239,12570278681346929143,IEEE Transactions on nuclear science,5,1516-1521,IEEE,GATE: A Geant4-based simulation platform for PET and SPECT integrating movement and time management,https://ieeexplore.ieee.org/abstract/document/1236960/,50,2003,/scholar?cites=12570278681346929143,h1AqFSwAAAAJ:qUcmZB5y_30C

1006008,"We present the development of GATE, the Geant4 Application for Tomographic Emission, as a new general purpose simulation platform for PET and SPECT applications. Built on top of the Geant4 simulation toolkit, it provides multiple new features with the objective to ease the use of Geant4 in the field of nuclear medicine. The handling of time, with the description of time-dependent phenomena such as movement of geometry elements or source decay kinetics, is a key and original feature of the platform. Scripting via a command language substitutes to C++ coding. This allows to set up simulations, from the description of the geometry to the modelling of the electronics. The high modularity of the design of GATE has allowed a fast and efficient development of its various components.",D Strulab and G Santin and D Lazaro and V Breton and C Morel,194,14176920051289662854,Nuclear Physics B-Proceedings Supplements,,75-79,North-Holland,GATE (Geant4 Application for Tomographic Emission): a PET/SPECT general-purpose simulation platform,https://www.sciencedirect.com/science/article/pii/S0920563203909698,125,2003,/scholar?cites=14176920051289662854,h1AqFSwAAAAJ:70eg2SAEIzsC

1006009,"The Geometry Description Markup Language (GDML) is a specialized XML-based language designed as an application-independent persistent format for describing the geometries of detectors associated with physics measurements. It serves to implement ""geometry trees"" which correspond to the hierarchy of volumes a detector geometry can be composed of, and to allow to identify the position of individual solids, as well as to describe the materials they are made of. Being pure XML, GDML can be universally used, and in particular it can be considered as the format for interchanging geometries among different applications. In this paper we will present the current status of the development of GDML. After having discussed the contents of the latest GDML schema, which is the basic definition of the format, we will concentrate on the GDML processors. We will present the latest implementation of the GDML ""writers"" …",Radovan Chytracek and Jeremy McCormick and Witold Pokorski and Giovanni Santin,167,9789302921756524875,IEEE Transactions on Nuclear Science,5,2892-2896,IEEE,Geometry description markup language for physics simulation and analysis applications,https://ieeexplore.ieee.org/abstract/document/1710291/,53,2006,/scholar?cites=9789302921756524875,h1AqFSwAAAAJ:Wp0gIr-vW9MC

1006010,"The double-differential production cross-section of positive pions, , measured in the HARP experiment is presented. The incident particles are 8.9 GeV/c protons directed onto a beryllium target with a thickness of 5% of a nuclear interaction length. The measured cross-section has a direct impact on the prediction of neutrino fluxes for the MiniBooNE and SciBooNE experiments at Fermilab. After cuts, 13 million protons on target produced about 96000 reconstructed secondary tracks which were used in this analysis. Cross-section results are presented in the kinematic range 0.75 GeV/c≤pπ≤ 6.5 GeV/c and 30 mrad≤θπ≤ 210 mrad in the laboratory frame. ",E Radicioni and R Edgecock and M Ellis and S Robbins and FJP Soler and S Bunyatov and D Dedovitch and M Gostkin and A Guskov and D Khartchenko and A Krasnoperov and Z Kroumchtein and Y Nefedov and B Popov and V Serdiouk and V Tereshchenko and A Zhemchugov and E Di Capua and G Vidal-Sitjes and A Artamonov and P Arce and S Giani and S Gilardoni and P Gorbunov and A Grant and A Grossheim and P Gruber and V Ivanchenko and A Kayis-Topaksu and J Panman and I Papadopoulos and J Pasternak and E Tcherniaev and I Tsukerman and R Veenhof and C Wiebusch and P Zucchelli and A Blondel and S Borghi and M Campanelli and MC Morone and G Prior and R Schroeter and R Engel and C Meurer and I Kato and U Gastaldi and GB Mills and JS Graulich and G GrÚgoire and M Bonesini and A De Min and F Ferri and M Paganoni and F Paleari and M Kirsanov and A Bagulya and V Grichine and N Polukhina and V Palladino and L Coney and D Schmitz and G Barr and A De Santo and C Pattison and K Zuber and F Bobisut and D Gibin and A Guglielmi and M Mezzetto and J Dumarchez and F Vannucci and V Ammosov and V Koreshev and A Semak and V Zaets and U Dore and D Orestano and F Pastore and A Tonazzo and L Tortora and C Booth and C Buttar and P Hodgson and L Howlett and M Bogomilov and M Chizhov and D Kolev and R Tsenov and S Piperov and P Temnikov and M Apollonio and P Chimenti and G Giannini and G Santin and J Burguet-Castell and A Cervera-Villanueva and JJ Gˇmez-Cadenas and J MartÝn-Albo and P Novella and M Sorel and A Tornero,160,16784027602143782493,The European Physical Journal C,1,29-53,Springer-Verlag,Measurement of the production cross-section of positive pions in the collision of 8.9 GeV/c protons on beryllium,https://link.springer.com/article/10.1140/epjc/s10052-007-0382-8,52,2007,/scholar?cites=16784027602143782493,h1AqFSwAAAAJ:bFI3QPDXJZMC

1006011,"A precision measurement of the double-differential production cross-section, d 2 σ π+/d p d Ω, for pions of positive charge, performed in the HARP experiment is presented. The incident particles are protons of 12.9 GeV/c momentum impinging on an aluminium target of 5% nuclear interaction length. The measurement of this cross-section has a direct application to the calculation of the neutrino flux of the K2K experiment. After cuts, 210 000 secondary tracks reconstructed in the forward spectrometer were used in this analysis. The results are given for secondaries within a momentum range from 0.75 to 6.5 GeV/c, and within an angular range from 30 mrad to 210 mrad. The absolute normalization was performed using prescaled beam triggers counting protons on target. The overall scale of the cross-section is known to better than 6%, while the average point-to-point error is 8.2%.",Maria Gabriella Catanesi and MT Muciaccia and E Radicioni and S Simone and R Edgecock and M Ellis and S Robbins and FJP Soler and C Gößling and M Mass and S Bunyatov and A Chukanov and D Dedovitch and A Elagin and M Gostkin and A Guskov and D Khartchenko and O Klimov and A Krasnoperov and D Kustov and K Nikolaev and B Popov and V Serdiouk and V Tereshchenko and A Zhemchugov and E Di Capua and G Vidal-Sitjes and A Artamonov and P Arce and S Giani and S Gilardoni and P Gorbunov and A Grant and A Grossheim and P Gruber and V Ivanchenko and A Kayis-Topaksu and L Linssen and J Panman and I Papadopoulos and J Pasternak and E Tcherniaev and I Tsukerman and R Veenhof and C Wiebusch and P Zucchelli and A Blondel and S Borghi and M Campanelli and A Cervera-Villanueva and MC Morone and G Prior and R Schroeter and I Kato and T Nakaya and K Nishikawa and S Ueda and V Ableev and U Gastaldi and GB Mills and JS Graulich and G Grégoire and M Bonesini and M Calvi and A De Min and F Ferri and M Paganoni and F Paleari and M Kirsanov and A Bagulya and V Grichine and N Polukhina and V Palladino and L Coney and D Schmitz and G Barr and A De Santo and C Pattison and K Zuber and F Bobisut and D Gibin and A Guglielmi and M Laveder and A Menegolli and M Mezzetto and J Dumarchez and S Troquereau and F Vannucci and V Ammosov and V Gapienko and V Koreshev and A Semak and Yu Sviridov and V Zaets and U Dore and D Orestano and M Pasquali and F Pastore and A Tonazzo and L Tortora and C Booth and C Buttar and P Hodgson and L Howlett and M Bogomilov and M Chizhov and D Kolev and R Tsenov and S Piperov and P Temnikov and M Apollonio and P Chimenti and G Giannini and G Santin and Y Hayato and A Ichikawa and T Kobayashi and J Burguet-Castell and JJ Gómez-Cadenas and P Novella and M Sorel and A Tornero and Harp Collaboration,156,6289885945241831510,Nuclear Physics B,1-2,1-45,North-Holland,Measurement of the production cross-section of positive pions in p–Al collisions at 12.9 GeV/c,https://www.sciencedirect.com/science/article/pii/S0550321305009016,732,2006,/scholar?cites=6289885945241831510,h1AqFSwAAAAJ:qxL8FJ1GzNcC

1006012,"Geant4 application for tomographic emission (GATE) is a recently developed simulation platform based on Geant4, specifically designed for PET and SPECT studies. In this paper we present validation results of GATE based on the comparison of simulations against experimental data, acquired with a standard SPECT camera. The most important components of the scintillation camera were modelled. The photoelectric effect, Compton and Rayleigh scatter are included in the gamma transport process. Special attention was paid to the processes involved in the collimator: scatter, penetration and lead fluorescence. A LEHR and a MEGP collimator were modelled as closely as possible to their shape and dimensions. In the validation study, we compared the simulated and measured energy spectra of different isotopes: 99m Tc, 22 Na, 57 Co and 67 Ga. The sensitivity was evaluated by using sources at varying …",Steven Staelens and Daniel Strul and Giovanni Santin and Stefaan Vandenberghe and Michel Koole and Yves D'Asseler and Ignace Lemahieu and Rik Van de Walle,146,10682487568805534530,Physics in Medicine & Biology,18,3021,IOP Publishing,Monte Carlo simulations of a scintillation camera using GATE: validation and application modelling,https://iopscience.iop.org/article/10.1088/0031-9155/48/18/305/meta,48,2003,/scholar?cites=10682487568805534530,h1AqFSwAAAAJ:bEWYMUwI8FkC

1006013,"Monte Carlo simulation is an essential tool to assist in the design of new medical imaging devices for emission tomography. On one hand, dedicated Monte Carlo codes have been developed for PET and SPECT. However, they suffer from a variety of drawbacks and limitations in terms of validation, accuracy, and/or support. On the other hand, accurate and versatile simulation codes such as Geant3, EGS4, MCNP, and recently Geant4 have been written for high energy physics. They all include well-validated physics models, geometry modeling tools and efficient visualization utilities. Nevertheless these packages are quite complex and necessitate a steep learning curve. GATE, the Geant4 Application for Tomographic Emission, encapsulates the Geant4 libraries in order to achieve a modular, versatile, scripted simulation toolkit adapted to the field of nuclear medicine. In particular, GATE allows the users to describe …",Karine Assie and Vincent Breton and Irene Buvat and Claude Comtat and Sebastien Jan and Magalie Krieguer and Delphine Lazaro and Christian Morel and Martin Rey and Giovanni Santin and Luc Simon and Steven Staelens and Daniel Strul and Jean-Marc Vieira and Rik Van de Walle,129,9626391808830488205,"Nuclear Instruments and Methods in Physics Research Section A: Accelerators, Spectrometers, Detectors and Associated Equipment",1-2,180-189,North-Holland,Monte Carlo simulation in PET and SPECT instrumentation using GATE,https://www.sciencedirect.com/science/article/pii/S0168900204004851,527,2004,/scholar?cites=9626391808830488205,h1AqFSwAAAAJ:_Qo2XoVZTnwC

1006014,"A generation of neutrino experiments have established that neutrinos mix and probably have mass. The mixing phenomenon points to processes beyond those of the Standard Model, possibly at the Grand Unification energy scale. A extensive sequence of of experiments will be required to measure precisely all the parameters of the neutrino mixing matrix, culminating with the discovery and study of leptonic CP violation. As a first step, extensions of conventional pion/kaon decay beams, such as off-axis beams or low-energy super-beams, have been considered. These could yield first observations of  transitions at the atmospheric frequency, which have not yet been observed, and a first measurement of . Experiments with much better flux control can be envisaged if the neutrinos are obtained from the decays of stored particles. One such possibility is the concept of beta beams provided by the decays of radioactive nuclei, that has been developed within the context of these studies. These would provide a pure (anti-) electron-neutrino beam of a few hundred MeV, and beautiful complementarity with a high-intensity, low-energy conventional beam, enabling experimental probes of T violation as well as CP violation. Ultimately, a definitive and complete set of measurements would offered by a Neutrino Factory based on a muon storage ring. This powerful machine offers the largest reach for CP violation, even for very small values of .Comments: 105 pages, to appear on the CERN Yellow Report on the Neutrino Factory Warning: to accomplish arXiv submission rules on file sizes (650M against the original compressed version of 2.5 G …",M Apollonio and A Blondel and A Broncano and M Bonesini and J Bouchez and A Bueno and J Burguet-Castell and M Campanelli and D Casper and G Catanesi and A Cervera and S Cooper and M Donega and A Donini and A de Gouvea and A de Min and R Edgecock and J Ellis and M Fechner and E Fernandez and F Ferri and B Gavela and G Giannini and D Gibin and S Gilardoni and Gomez-Cadenas JJ and P Gruber and A Guglielmi and P Hernandez and P Huber and M Laveder and M Lindner and S Lola and D Meloni and O Mena and H Menghetti and M Mezzetto and P Migliozzi and S Navas-Concha and V Palladino and I Papadopoulos and K Peach and E Radicioni and S Ragazzi and S Rigolin and A Romanino and J Rico and A Rubbia and G Santin and G Sartorelli and M Selvi and M Spiro and T Tabarelli and A Tonazzo and M Velasco and G Volkov and W Winter and P Zucchelli,129,441737991520024741,,,,CERN,Oscillation physics with a neutrino factory,https://arxiv.org/abs/hep-ph/0210192,,2004,/scholar?cites=441737991520024741,h1AqFSwAAAAJ:ZHo1McVdvXMC

1006015,"Geant4 Radiation Analysis for Space (GRAS) is a modular, extendable tool for space environment effects simulation. Analyses include cumulative ionizing and NIEL doses, effects to humans, charging, fluence and transient effects in three-dimensional geometry models.",Giovanni Santin and Vladimir Ivanchenko and Hugh Evans and Petteri Nieminen and Eamonn Daly,123,7918769821441435177,IEEE Transactions on Nuclear Science,6,2294-2299,IEEE,GRAS: A general-purpose 3-D modular simulation tool for space environment effects analysis,https://ieeexplore.ieee.org/abstract/document/1589198/,52,2005,/scholar?cites=7918769821441435177,h1AqFSwAAAAJ:hC7cP41nSMkC

1006016,"HARP is a high-statistics, large solid angle experiment to measure hadron production using proton and pion beams with momenta between 1.5 and 15 GeV/c impinging on many different solid and liquid targets from low to high Z. The experiment, located in the T9 beam of the CERN PS, took data in 2001 and 2002. For the measurement of momenta of produced particles and for the identification of particle types, the experiment includes a large-angle spectrometer, based on a Time Projection Chamber and a system of Resistive Plate Chambers, and a forward spectrometer equipped with a set of large drift chambers, a threshold Cherenkov detector, a time-of-flight wall and an electromagnetic calorimeter. The large angle system uses a solenoidal magnet, while the forward spectrometer is based on a dipole magnet. Redundancy in particle identification has been sought, to enable the cross-calibration of efficiencies …",MG Catanesi and MT Muciaccia and E Radicioni and S Simone and R Edgecock and M Ellis and S Robbins and FJP Soler and C Gößling and M Mass and S Bunyatov and A Chukanov and O Klimov and I Krasin and A Krasnoperov and D Kustov and B Popov and V Serdiouk and V Tereshchenko and V Carassiti and E Di Capua and F Evangelisti and G Vidal-Sitjes and A Artamonov and P Arce and R Brocard and G Decreuse and B Friend and S Giani and S Gilardoni and P Gorbunov and A Grant and A Grossheim and P Gruber and V Ivanchenko and J-C Legrand and A Kayis-Topaksu and J Panman and I Papadopoulos and J Pasternak and E Tcherniaev and I Tsukerman and R Van Der Vlugt and R Veenhof and C Wiebusch and P Zucchelli and A Blondel and S Borghi and M Campanelli and A Cervera-Villanueva and MC Morone and G Prior and R Schroeter and I Kato and U Gastaldi and GB Mills and JS Graulich and G Grégoire and M Bonesini and F Chignoli and F Ferri and F Paleari and M Kirsanov and V Postoev and A Bagulya and V Grichine and N Polukhina and V Palladino and L Coney and D Schmitz and G Barr and A De Santo and C Pattison and K Zuber and G Barichello and F Bobisut and D Gibin and A Guglielmi and M Laveder and A Menegolli and M Mezzetto and A Pepato and J Dumarchez and S Troquereau and F Vannucci and U Dore and A Iaciofano and M Lobello and F Marinilli and D Orestano and D Panayotov and M Pasquali and F Pastore and A Tonazzo and L Tortora and C Booth and C Buttar and P Hodgson and L Howlett and R Nicholson and M Bogomilov and K Burin and M Chizhov and D Kolev and P Petev and I Rusinov and R Tsenov and S Piperov and P Temnikov and M Apollonio and P Chimenti and G Giannini and G Santin and J Burguet-Castell and JJ Gómez-Cadenas and P Novella and M Sorel and A Tornero,121,17653141438881485862,,3,527-561,North-Holland,The HARP detector at the CERN PS,https://www.sciencedirect.com/science/article/pii/S0168900206015142,571,2007,/scholar?cites=17653141438881485862,h1AqFSwAAAAJ:CHSYGLWDkRkC

